Date,Close,Open,High,Low,Volume
2017-06-07,737.18,736.17,739.51,734.95,66900.0
2017-06-08,737.52,737.75,740.25,734.03,55370.0
2017-06-09,740.2,738.47,743.9,738.47,56510.0
2017-06-12,736.86,740.65,742.0,735.26,45620.0
2017-06-13,741.39,737.03,741.39,734.53,48570.0
2017-06-14,745.53,744.42,748.04,743.67,67560.0
2017-06-15,746.59,746.87,750.71,744.58,63720.0
2017-06-16,750.07,751.5,751.5,748.08,96610.0
2017-06-19,757.5,754.03,757.5,753.36,65740.0
2017-06-20,759.67,759.73,761.04,756.77,58500.0
2017-06-21,759.84,758.49,759.84,749.47,69940.0
2017-06-22,757.94,759.65,761.62,757.13,57510.0
2017-06-23,758.24,757.44,758.98,752.69,49700.0
2017-06-26,760.8,759.9,762.27,757.98,48280.0
2017-06-27,755.07,761.96,761.96,754.23,65319.99999999999
2017-06-28,757.1,754.16,757.1,751.2,53180.0
2017-06-29,761.21,759.13,763.14,758.94,48070.0
2017-06-30,765.41,763.63,766.29,763.0,61310.0
2017-07-03,765.8,765.52,770.56,765.52,63170.0
2017-07-04,763.92,765.88,767.28,760.9,62770.0
2017-07-05,765.87,764.91,765.87,761.28,48990.0
2017-07-06,770.58,768.8,771.13,768.37,65780.0
2017-07-07,761.61,771.89,771.98,761.61,72860.0
2017-07-10,750.79,761.69,761.69,748.06,66980.0
2017-07-11,752.75,750.4,753.2,743.13,55320.0
2017-07-12,757.57,756.08,758.72,752.27,49810.0
2017-07-13,761.36,759.8,761.36,755.81,47470.0
2017-07-14,759.97,762.77,764.53,759.01,46730.0
2017-07-17,745.59,758.53,758.74,741.66,68030.0
2017-07-18,741.32,739.25,743.0,733.6,54150.0
2017-07-19,737.77,745.44,745.73,737.77,45710.0
2017-07-20,736.64,735.45,736.64,732.08,47890.0
2017-07-21,728.47,737.37,739.48,728.47,45320.0
2017-07-24,729.54,727.57,730.86,723.45,31950.0
2017-07-25,737.93,727.79,737.93,727.79,36620.0
2017-07-26,745.79,739.68,745.84,736.34,43750.0
2017-07-27,743.7,744.5,747.08,741.96,34690.0
2017-07-28,749.86,742.77,749.86,742.2,49470.0
2017-07-31,756.24,748.88,756.24,747.61,68480.0
2017-08-01,758.36,755.5,758.81,754.64,52340.0
2017-08-02,756.04,753.85,759.52,750.75,60070.0
2017-08-03,757.88,755.7,761.17,755.7,56570.0
2017-08-04,761.44,757.79,761.44,757.79,44280.0
2017-08-07,763.08,762.13,766.12,761.2,43390.0
2017-08-08,758.42,764.7,764.7,757.47,43870.0
2017-08-09,741.36,755.32,755.32,741.36,61760.0
2017-08-10,743.42,737.72,745.34,737.72,39800.0
2017-08-11,744.99,742.18,746.42,739.3,44930.0
2017-08-14,751.39,744.72,751.39,744.45,33530.0
2017-08-15,746.07,752.13,752.25,744.93,33670.0
2017-08-16,749.37,746.07,749.37,741.57,43680.0
2017-08-17,743.2,749.35,750.58,743.2,46160.0
2017-08-18,744.3,739.31,745.91,738.33,33250.0
2017-08-21,743.66,744.23,744.96,741.68,29390.0
2017-08-22,738.2,743.86,743.86,736.88,30050.0
2017-08-23,743.1,739.46,743.1,736.71,26210.0
2017-08-24,747.72,743.23,749.82,742.34,33630.0
2017-08-25,751.14,746.87,751.14,746.87,32780.0
2017-08-28,758.02,751.59,758.02,749.2,42760.0
2017-08-29,754.59,757.84,758.76,754.59,44550.0
2017-08-30,764.57,756.49,764.57,755.32,34230.0
2017-08-31,770.08,765.47,772.91,764.22,52330.0
2017-09-01,774.06,770.97,774.76,770.39,35510.0
2017-09-05,777.02,775.28,778.71,771.68,36890.0
2017-09-06,776.97,776.87,777.99,772.63,36720.0
2017-09-07,779.2,777.16,780.54,776.0,41320.0
2017-09-08,784.74,780.62,786.85,780.18,36360.0
2017-09-11,779.58,785.06,789.53,779.58,37680.0
2017-09-12,782.54,777.55,783.58,775.81,40950.0
2017-09-13,786.43,785.46,786.96,783.56,37970.0
2017-09-14,789.41,786.82,793.16,786.82,40610.0
2017-09-15,789.49,786.22,789.88,784.49,47590.0
2017-09-18,793.7,792.16,795.32,789.83,44590.0
2017-09-19,792.68,794.15,797.54,792.68,42240.0
2017-09-20,790.48,793.93,793.98,789.43,33850.0
2017-09-21,786.41,790.46,791.0,786.0,38420.0
2017-09-22,789.7,786.51,791.65,785.99,37750.0
2017-09-25,789.89,789.81,791.16,785.69,35490.0
2017-09-26,791.05,791.03,791.05,785.24,45390.0
2017-09-27,788.31,788.02,791.43,787.61,34120.0
2017-09-28,790.75,788.15,795.95,788.15,44990.0
2017-09-29,792.72,791.4,797.26,791.4,36410.0
2017-10-02,790.7,793.64,796.03,790.37,28270.0
2017-10-03,787.02,791.71,793.19,785.1,35760.0
2017-10-04,795.76,786.17,795.76,786.12,30910.0
2017-10-05,797.42,797.41,801.36,796.71,48800.0
2017-10-06,800.42,797.82,800.73,796.23,35230.0
2017-10-09,801.49,802.89,803.23,798.96,36340.0
2017-10-10,805.3,800.23,805.3,798.63,38310.0
2017-10-11,806.83,804.84,810.12,804.48,51020.0
2017-10-12,809.6,807.63,813.21,806.65,43690.0
2017-10-13,815.47,807.9,815.47,807.45,36090.0
2017-10-16,811.85,815.27,817.72,811.39,43240.0
2017-10-17,818.48,811.73,818.48,811.24,47570.0
2017-10-18,816.84,819.36,821.29,815.06,54130.0
2017-10-19,817.39,817.62,821.08,815.29,46210.0
2017-10-20,813.99,816.99,821.54,813.38,47720.0
2017-10-23,809.36,811.49,813.23,806.58,43370.0
2017-10-24,815.24,807.6,815.24,804.43,33010.0
2017-10-25,821.45,816.05,821.61,812.98,33410.0
2017-10-26,822.53,820.01,825.9,815.16,38750.0
2017-10-27,834.91,823.16,834.91,820.16,37050.0
2017-10-30,837.52,835.33,841.32,835.33,51100.0
2017-10-31,831.62,836.65,839.79,829.72,38090.0
2017-11-01,835.38,832.1,835.44,831.63,47550.0
2017-11-02,827.66,835.36,843.34,826.71,48550.0
2017-11-03,840.04,828.44,840.04,826.59,41460.0
2017-11-06,844.73,842.91,845.67,839.88,50110.0
2017-11-07,846.03,846.17,850.69,842.67,48620.0
2017-11-08,853.57,849.56,856.47,848.23,60190.0
2017-11-09,853.05,857.26,858.93,852.06,48700.0
2017-11-10,858.55,850.25,861.36,850.1,59480.0
2017-11-13,868.11,861.0,868.58,861.0,56420.0
2017-11-14,871.08,868.59,873.74,861.96,55710.0
2017-11-15,877.58,870.85,880.72,868.75,53390.0
2017-11-16,890.01,875.2,890.01,875.2,57890.0
2017-11-17,887.41,890.49,897.39,882.81,53200.0
2017-11-20,899.31,886.49,899.31,883.7,46450.0
2017-11-21,910.54,902.76,923.57,902.76,73810.0
2017-11-22,922.18,912.46,922.18,909.95,71920.0
2017-11-23,922.92,926.83,933.45,916.61,68970.0
2017-11-24,926.21,920.32,928.41,914.95,57990.0
2017-11-27,930.9,923.8,939.36,923.0,61670.0
2017-11-28,935.74,931.21,935.97,926.12,54900.0
2017-11-29,946.55,938.18,946.55,934.64,67070.0
2017-11-30,943.05,951.06,955.17,943.05,70830.0
2017-12-01,952.46,943.08,953.22,943.08,49060.0
2017-12-04,966.44,954.31,968.53,954.31,76810.0
2017-12-05,944.07,968.58,970.35,944.07,80810.0
2017-12-06,939.06,940.82,941.32,919.99,75800.0
2017-12-07,928.74,942.07,945.52,923.23,50050.0
2017-12-08,930.25,928.32,935.51,920.97,43800.0
2017-12-11,908.29,928.39,928.39,908.29,49030.0
2017-12-12,914.82,919.04,922.24,883.52,73930.0
2017-12-13,913.33,919.58,920.38,911.01,39790.0
2017-12-14,928.21,913.3,928.21,913.3,34120.0
2017-12-15,926.7,925.65,933.09,925.2,61770.0
2017-12-18,950.81,937.81,950.81,937.64,52510.0
2017-12-19,947.62,955.99,959.33,947.24,55560.0
2017-12-20,948.78,947.51,954.96,942.07,52770.0
2017-12-21,936.53,944.9,953.26,936.53,50100.0
2017-12-22,945.88,939.48,946.01,937.75,49830.0
2017-12-25,949.28,947.06,950.64,944.77,34740.0
2017-12-26,955.73,951.27,955.81,948.68,43580.0
2017-12-27,958.02,957.76,962.33,955.14,65129.99999999999
2017-12-28,966.91,960.38,968.4,957.19,54600.0
2017-12-29,975.52,968.28,980.47,967.2,65830.0
2018-01-02,992.72,977.2,992.72,975.49,74430.0
2018-01-03,1004.66,996.23,1011.84,995.74,86290.0
2018-01-04,1014.15,1007.6,1014.17,1006.96,91540.0
2018-01-05,1007.73,1014.42,1014.42,1005.1,86910.0
2018-01-08,1023.5,1006.25,1023.5,1000.29,107210.0
2018-01-09,1039.64,1028.05,1040.58,1019.52,121150.0
2018-01-10,1039.7,1040.61,1047.59,1033.54,143070.0
2018-01-11,1047.2,1039.7,1050.23,1031.43,92980.0
2018-01-12,1049.86,1050.08,1058.2,1044.85,125710.0
2018-01-15,1063.11,1050.35,1063.11,1042.64,105740.0
2018-01-16,1061.78,1056.95,1063.46,1047.9,117060.0
2018-01-17,1030.0,1060.36,1061.49,1030.0,109080.0
2018-01-18,1048.56,1028.39,1048.56,1013.11,105770.0
2018-01-19,1053.47,1050.01,1062.13,1046.92,113280.0
2018-01-22,1082.71,1059.2,1084.09,1059.19,91780.0
2018-01-23,1082.71,1059.2,1084.09,1059.19,91780.0
2018-01-25,1095.52,1093.49,1109.98,1088.69,174650.0
2018-01-26,1104.42,1096.09,1112.59,1088.0,94380.0
2018-01-29,1096.78,1108.98,1118.08,1095.75,108390.0
2018-01-30,1099.16,1087.57,1099.16,1078.98,105160.0
2018-01-31,1095.9,1097.38,1113.37,1094.77,104400.0
2018-02-01,1086.9,1098.3,1098.3,1076.09,84200.0
2018-02-02,1090.4,1087.24,1090.4,1075.65,66560.0
2018-02-05,1035.02,1081.7,1081.7,1035.02,92450.0
2018-02-06,1007.72,1013.7,1015.56,969.01,144850.0
2018-02-07,1030.91,1034.76,1040.23,1025.3,64849.99999999999
2018-02-08,1013.56,1024.13,1031.98,1013.56,45310.0
2018-02-09,996.77,983.6,996.77,966.78,64739.99999999999
2018-02-12,1034.76,1001.7,1034.76,1001.7,56580.0
2018-02-13,1054.09,1043.44,1055.86,1043.44,52960.0
2018-02-21,1075.47,1064.55,1081.82,1063.73,74170.0
2018-02-22,1064.28,1068.84,1078.48,1063.46,85110.0
2018-02-23,1089.96,1073.56,1089.96,1068.75,85270.0
2018-02-26,1099.71,1101.66,1113.01,1099.71,97630.0
2018-02-27,1106.09,1108.87,1110.11,1094.17,76580.0
2018-02-28,1108.23,1096.3,1113.59,1095.98,102130.0
2018-03-01,1105.84,1106.03,1116.79,1098.51,94020.0
2018-03-02,1106.92,1095.31,1109.51,1092.18,73540.0
2018-03-05,1080.83,1113.71,1116.8,1080.83,105070.0
2018-03-06,1103.31,1091.98,1103.31,1075.78,74500.0
2018-03-07,1092.17,1102.85,1106.89,1084.53,71110.0
2018-03-08,1105.03,1092.29,1109.29,1091.7,48220.0
2018-03-09,1106.54,1107.83,1117.9,1102.07,65730.0
2018-03-12,1106.97,1106.54,1116.38,1104.85,73670.0
2018-03-13,1111.38,1106.97,1112.98,1098.58,77320.0
2018-03-14,1115.0,1111.58,1121.74,1111.58,84860.0
2018-03-15,1110.26,1114.89,1114.9,1105.26,72270.0
2018-03-16,1112.93,1112.44,1118.36,1109.85,108040.0
2018-03-19,1130.26,1117.13,1134.75,1117.13,72810.0
2018-03-20,1134.19,1130.09,1139.23,1126.0,69640.0
2018-03-21,1147.26,1134.79,1148.64,1134.79,77060.0
2018-03-22,1144.58,1147.9,1159.37,1144.44,71820.0
2018-03-23,1128.93,1144.18,1144.18,1113.7,95730.0
2018-03-26,1146.73,1129.05,1151.32,1123.9,69780.0
2018-03-27,1150.3,1146.86,1162.35,1146.86,60430.0
2018-03-28,1151.09,1150.33,1158.75,1144.71,41770.0
2018-03-29,1144.74,1151.65,1155.65,1141.65,39960.0
2018-03-30,1153.08,1144.74,1154.59,1136.2,49200.0
2018-04-02,1171.21,1153.11,1174.13,1153.11,64580.0
2018-04-03,1160.97,1171.89,1173.18,1156.91,73020.0
2018-04-04,1165.75,1161.24,1176.22,1161.24,59710.0
2018-04-05,1169.12,1165.75,1175.64,1163.76,49970.0
2018-04-06,1174.37,1169.12,1180.6,1169.12,74390.0
2018-04-09,1177.68,1174.02,1181.58,1169.56,79980.0
2018-04-10,1168.06,1177.68,1185.06,1161.71,77680.0
2018-04-11,1137.2,1168.41,1172.44,1137.2,87630.0
2018-04-12,1143.5,1136.76,1143.5,1121.47,63710.0
2018-04-13,1134.21,1146.67,1153.95,1131.61,64879.99999999999
2018-04-16,1128.03,1133.0,1136.8,1122.26,49040.0
2018-04-17,1130.32,1128.11,1136.17,1119.7,47630.0
2018-04-18,1115.7,1131.56,1136.98,1115.18,45880.0
2018-04-19,1066.09,1114.98,1115.0,1066.09,75220.0
2018-04-20,1089.45,1066.33,1089.62,1047.71,56320.0
2018-04-23,1055.37,1091.18,1098.58,1055.37,67290.0
2018-04-24,1053.99,1055.24,1060.92,1027.74,67320.0
2018-04-26,1018.97,1055.95,1057.2,1011.51,78320.0
2018-04-27,1027.97,1018.06,1029.36,1007.39,60640.0
2018-05-02,1012.84,1029.76,1033.2,1009.98,57650.0
2018-05-03,1010.35,1011.83,1012.12,989.0,74960.0
2018-05-04,1010.89,1012.44,1023.16,1006.99,46200.0
2018-05-07,1048.03,1010.99,1048.03,1010.99,52320.0
2018-05-08,1047.83,1047.88,1059.68,1042.59,53710.0
2018-05-09,1046.39,1047.83,1058.09,1037.1,41450.0
2018-05-10,1019.69,1046.9,1047.5,1009.79,59660.0
2018-05-11,1030.79,1019.69,1031.77,1003.47,55930.0
2018-05-14,1051.45,1031.18,1051.45,1029.92,43660.0
2018-05-15,1055.49,1055.82,1067.61,1052.16,47150.0
2018-05-16,1034.3,1055.31,1055.31,1031.33,39850.0
2018-05-17,1007.09,1034.2,1035.45,1007.09,42810.0
2018-05-18,1022.21,1007.05,1023.23,989.2,46160.0
2018-05-21,997.21,1023.28,1027.85,997.21,40480.0
2018-05-22,958.95,996.19,996.19,947.7,64670.0
2018-05-23,968.54,957.72,973.07,945.01,52820.0
2018-05-24,960.55,968.93,974.17,951.17,44000.0
2018-05-25,936.32,958.74,960.57,936.32,49220.0
2018-05-28,898.0,932.0,932.0,894.31,73640.0
2018-05-29,924.9,897.13,932.82,881.91,64470.0
2018-05-30,918.64,924.9,925.18,902.0,53180.0
2018-05-31,947.31,917.94,950.49,914.57,67380.0
2018-06-01,969.15,949.13,970.81,948.69,68490.0
2018-06-04,996.67,970.81,997.0,970.81,59530.0
2018-06-05,1007.32,996.67,1008.83,996.15,65890.0
2018-06-06,1022.72,1007.51,1023.38,995.29,60800.0
2018-06-07,1026.75,1023.95,1034.72,1020.77,60340.0
2018-06-08,1025.87,1026.76,1028.42,1017.9,46070.0
2018-06-11,1024.85,1025.71,1034.85,1016.22,49970.0
2018-06-12,1008.76,1021.02,1021.02,989.53,79030.0
2018-06-13,1018.59,1008.32,1019.32,1005.58,34760.0
2018-06-14,1004.31,1018.07,1022.95,1004.31,43470.0
2018-06-15,1005.04,1004.14,1005.71,994.38,55840.0
2018-06-18,970.35,1004.97,1006.58,970.35,51490.0
2018-06-19,945.11,970.06,970.06,919.09,87420.0
2018-06-20,966.86,945.3,966.86,936.83,39850.0
2018-06-21,955.75,966.91,966.91,950.06,30310.0
2018-06-22,973.05,954.7,974.42,945.59,39420.0
2018-06-25,982.09,973.45,989.18,973.45,34370.0
2018-06-26,973.9,981.97,981.97,959.29,24310.0
2018-06-27,961.29,973.89,976.93,961.29,31800.0
2018-06-28,947.03,962.93,967.28,943.12,47410.0
2018-06-29,947.55,947.03,951.74,939.7,35640.0
2018-07-02,930.12,945.94,945.94,917.8,54620.0
2018-07-03,891.97,930.12,931.12,891.97,67910.0
2018-07-04,900.89,892.01,901.64,880.37,44420.0
2018-07-05,883.77,901.25,905.51,875.17,44760.0
2018-07-06,905.62,880.17,910.14,870.34,58310.0
2018-07-09,898.73,905.97,916.84,896.79,40290.0
2018-07-10,897.96,898.09,906.25,897.96,33120.0
2018-07-11,881.14,894.16,894.16,871.22,53410.0
2018-07-12,883.87,877.68,893.15,870.53,33200.0
2018-07-13,899.45,886.17,902.14,886.17,38300.0
2018-07-16,904.18,901.68,910.82,897.03,36480.0
2018-07-17,915.53,903.87,915.53,892.39,44270.0
2018-07-18,935.42,915.69,935.42,915.23,54820.0
2018-07-19,941.09,935.54,946.39,934.2,47890.0
2018-07-20,926.5,941.09,941.41,926.5,56210.0
2018-07-23,931.31,927.01,945.13,926.56,64550.0
2018-07-24,923.53,931.2,932.83,916.19,52020.0
2018-07-25,915.68,923.55,931.55,915.68,46050.0
2018-07-26,921.33,915.7,921.33,907.6,45650.0
2018-07-27,927.19,923.02,930.57,918.37,42560.0
2018-07-30,939.6,927.36,940.25,927.36,49710.0
2018-07-31,944.38,938.73,948.38,934.39,60280.0
2018-08-01,939.31,944.31,947.08,935.63,46100.0
2018-08-02,937.86,939.85,939.85,924.38,51680.0
2018-08-03,941.12,938.51,949.93,938.51,43960.0
2018-08-06,939.84,941.13,943.98,935.75,40730.0
2018-08-07,936.92,939.81,941.63,933.77,41890.0
2018-08-08,945.89,937.69,946.07,937.58,42900.0
2018-08-09,943.91,945.78,954.38,942.83,60490.0
2018-08-10,948.32,942.85,948.69,936.44,42920.0
2018-08-13,960.02,946.75,960.02,941.95,82540.0
2018-08-14,965.6,960.29,968.62,959.23,57360.0
2018-08-15,947.82,965.61,969.8,947.78,62330.0
2018-08-16,950.18,946.91,950.18,932.27,63720.0
2018-08-17,949.23,950.18,959.39,949.23,45070.0
2018-08-20,945.65,949.23,952.16,942.33,55600.0
2018-08-21,955.27,946.55,955.27,944.88,47810.0
2018-08-22,959.63,956.0,963.17,956.0,50600.0
2018-08-23,960.94,960.09,963.91,957.98,42650.0
2018-08-24,960.42,960.22,963.09,955.16,56890.0
2018-08-27,966.55,960.43,969.97,960.43,64180.00000000001
2018-08-28,971.01,966.34,972.4,966.34,60470.0
2018-08-29,964.99,971.12,972.32,964.0,44590.0
2018-08-30,975.43,964.99,975.43,960.86,54010.0
2018-08-31,969.23,975.48,979.11,969.23,59640.0
2018-09-04,951.14,969.23,971.3,951.14,51820.0
2018-09-05,941.0,951.09,953.37,938.53,53500.0
2018-09-06,932.12,941.0,944.73,931.99,45110.0
2018-09-07,945.59,932.1,945.59,931.19,46810.0
2018-09-10,943.31,945.04,948.31,942.68,50010.0
2018-09-11,958.91,943.67,959.09,940.78,47920.0
2018-09-12,958.67,959.2,967.78,958.67,55990.0
2018-09-13,957.17,958.63,963.72,955.64,48960.0
2018-09-14,960.33,958.01,965.23,958.01,57050.0
2018-09-17,953.79,960.33,960.94,951.38,43730.0
2018-09-18,959.75,953.45,959.75,945.93,58890.0
2018-09-19,962.7,960.01,969.34,960.01,66980.0
2018-09-20,971.18,962.7,971.48,962.26,56330.0
2018-09-21,974.43,971.12,978.77,968.73,117100.0
2018-09-24,985.59,974.47,986.3,974.47,55250.0
2018-09-25,985.11,985.57,988.23,980.44,53100.0
2018-09-26,984.39,985.26,989.54,980.8,60310.0
2018-09-27,989.45,985.28,992.1,984.15,51370.0
2018-09-28,994.73,989.98,996.6,989.98,89440.0
2018-10-01,990.41,994.76,1001.14,990.0,81260.0
2018-10-02,987.88,990.26,992.77,984.54,66200.0
2018-10-03,990.6,987.46,992.87,986.16,57100.0
2018-10-04,993.61,990.49,993.78,989.06,74040.0
2018-10-05,980.75,993.61,993.61,980.75,74560.0
2018-10-08,970.28,979.27,979.27,968.61,71310.0
2018-10-09,967.37,970.21,974.29,966.68,63820.0
2018-10-10,966.27,967.37,970.51,961.7,63520.0
2018-10-11,920.02,959.12,959.12,911.69,136880.0
2018-10-12,943.49,918.83,943.73,908.74,78660.0
2018-10-15,928.55,943.51,943.62,927.6,41830.0
2018-10-16,939.41,928.46,939.41,926.96,42660.0
2018-10-17,945.91,940.29,949.41,940.29,51480.0
2018-10-18,937.54,945.92,945.92,936.22,45080.0
2018-10-19,931.69,937.47,937.47,920.28,47140.0
2018-10-22,922.75,931.66,938.02,922.75,41150.0
2018-10-23,908.0,919.49,919.49,893.34,72790.0
2018-10-24,896.5,908.0,909.4,896.5,48110.0
2018-10-25,888.86,896.39,896.39,860.13,56980.0
2018-10-26,881.06,890.71,897.48,881.06,45670.0
2018-10-29,874.43,881.06,881.87,870.36,41650.0
2018-10-30,874.06,872.69,881.83,868.29,37880.0
2018-10-31,901.57,874.06,901.93,874.06,60480.0
2018-11-01,887.72,901.57,901.57,885.58,39450.0
2018-11-02,903.43,889.81,905.65,889.81,55630.0
2018-11-05,904.83,903.24,904.83,894.88,33820.0
2018-11-06,899.61,905.34,909.19,899.61,37080.0
2018-11-07,899.25,900.47,903.15,892.79,45540.0
2018-11-08,900.4,901.42,909.69,899.65,31120.0
2018-11-09,885.65,900.4,900.4,885.65,38610.0
2018-11-12,888.2,883.49,889.06,875.29,33820.0
2018-11-13,873.87,888.2,888.2,873.87,39560.0
2018-11-14,871.55,873.87,880.65,868.63,46150.0
2018-11-15,864.98,871.55,874.87,859.86,42380.0
2018-11-16,869.24,865.03,874.94,863.89,40660.0
2018-11-19,888.76,869.24,888.76,869.24,39850.0
2018-11-20,893.09,886.36,893.09,883.8,43540.0
2018-11-21,897.1,888.54,897.1,880.83,38920.0
2018-11-22,898.9,897.28,900.77,896.18,39230.0
2018-11-23,890.62,898.05,899.37,889.78,37260.0
2018-11-26,895.05,889.88,896.12,886.76,25040.0
2018-11-27,895.3,895.07,903.78,893.96,32750.0
2018-11-28,901.4,894.66,901.4,894.27,29500.0
2018-11-29,897.58,901.48,910.48,897.58,40280.0
2018-11-30,894.79,897.48,898.69,890.41,54630.0
2018-12-03,921.72,896.5,921.72,896.5,63630.0
2018-12-04,927.46,921.74,929.33,920.2,52510.0
2018-12-05,925.68,927.39,928.9,915.9,61080.0
2018-12-06,922.86,925.58,928.64,916.63,55210.0
2018-12-07,929.59,923.9,933.29,923.9,51430.0
2018-12-10,922.82,928.96,928.96,921.59,48780.0
2018-12-11,922.34,922.58,925.43,915.68,43570.0
2018-12-12,927.7,922.43,927.7,922.41,37560.0
2018-12-13,928.9,928.21,935.33,927.92,46590.0
2018-12-14,918.79,928.84,928.84,918.19,48410.0
2018-12-17,901.41,914.97,914.97,901.33,47290.0
2018-12-18,890.68,901.31,901.31,881.76,52310.0
2018-12-19,882.79,890.78,891.69,877.63,52150.0
2018-12-20,877.03,880.4,883.76,876.15,38050.0
2018-12-21,873.09,877.02,877.02,866.09,45670.0
2018-12-24,873.64,873.14,879.74,872.99,31110.0
2018-12-25,865.69,873.56,873.56,850.33,51480.0
2018-12-26,861.02,865.69,867.88,860.52,32710.0
2018-12-27,865.45,861.53,872.73,861.53,35750.0
2018-12-28,854.99,866.04,868.62,854.99,38260.0
2019-01-02,855.66,854.99,864.64,852.79,34100.0
2019-01-03,838.79,855.66,856.21,834.81,50050.0
2019-01-04,840.17,838.79,842.05,821.83,37440.0
2019-01-07,851.41,840.17,858.69,840.17,30670.0
2019-01-08,845.43,851.2,852.92,841.86,27920.0
2019-01-09,855.51,845.53,856.87,845.25,37200.0
2019-01-10,857.95,855.39,859.93,852.96,32830.0
2019-01-11,860.3,857.84,862.88,857.67,34660.0
2019-01-14,859.42,860.4,860.4,854.71,32409.999999999996
2019-01-15,865.1,859.42,865.26,856.04,33590.0
2019-01-16,864.29,865.0,868.41,861.18,33030.0
2019-01-17,853.34,864.15,864.15,853.34,31740.0
2019-01-18,854.79,853.34,859.95,853.34,28300.0
2019-01-21,864.1,855.0,865.59,855.0,46180.0
2019-01-22,859.17,864.1,865.92,859.09,36100.0
2019-01-23,861.73,859.26,864.83,856.77,35620.0
2019-01-24,865.52,861.63,866.49,861.04,35100.0
2019-01-25,867.7,865.44,869.53,865.44,34850.0
2019-01-28,868.76,867.6,871.56,865.9,24720.0
2019-01-29,872.03,868.81,872.03,863.22,30050.0
2019-01-30,869.16,872.01,872.01,867.92,33260.0
2019-01-31,866.06,869.38,874.09,863.85,46950.0
2019-02-01,859.81,866.01,868.15,859.38,41900.0
2019-02-11,878.67,862.2,878.67,862.2,39940.0
2019-02-12,888.33,878.69,890.16,878.68,62160.0
2019-02-13,897.42,888.33,897.42,887.6,65640.0
2019-02-14,900.12,897.42,904.11,897.3,50280.0
2019-02-15,897.74,900.14,903.11,895.13,50970.0
2019-02-18,904.93,899.75,904.93,899.74,51220.0
2019-02-19,907.82,905.09,915.31,905.09,78090.0
2019-02-20,911.8,907.82,913.51,906.64,53100.0
2019-02-21,926.09,912.83,926.09,911.38,63250.0
2019-02-22,929.5,926.3,934.65,920.78,74940.0
2019-02-25,939.47,929.57,944.01,929.57,68470.0
2019-02-26,929.51,939.56,941.45,922.93,58440.0
2019-02-27,930.54,929.51,935.76,928.59,54960.0
2019-02-28,904.98,930.37,930.81,904.98,71560.0
2019-03-01,915.32,904.96,915.99,904.96,39640.0
2019-03-04,928.42,915.39,929.28,915.39,51480.0
2019-03-05,923.66,928.25,931.23,922.05,56230.0
2019-03-06,923.58,923.66,926.32,916.89,36430.0
2019-03-07,922.29,923.77,930.79,922.29,51390.0
2019-03-08,914.74,922.16,922.16,913.39,41840.0
2019-03-11,916.24,915.0,918.73,911.88,32009.999999999996
2019-03-12,929.86,919.21,929.86,919.21,59910.0
2019-03-13,935.41,929.86,939.17,929.86,72240.0
2019-03-14,934.42,935.41,937.82,931.33,51530.0
2019-03-15,927.06,934.87,934.87,924.45,72930.0
2019-03-18,932.75,927.16,935.16,926.85,61800.0
2019-03-19,927.56,933.56,935.67,924.91,56480.0
2019-03-20,924.12,927.54,927.54,914.77,59410.0
2019-03-21,907.87,924.22,928.32,907.87,53920.0
2019-03-22,912.27,907.94,914.69,906.64,46660.0
2019-03-25,893.4,912.1,912.1,889.17,53510.0
2019-03-26,894.58,893.78,901.81,892.47,38010.0
2019-03-27,901.76,895.71,903.35,895.71,32700.000000000004
2019-03-28,901.65,901.51,903.88,898.17,31100.0
2019-03-29,900.13,901.65,906.84,900.13,45010.0
2019-04-01,905.87,900.17,905.94,900.17,40150.0
2019-04-02,903.59,907.18,912.94,902.43,35220.0
2019-04-03,901.5,903.59,903.59,897.47,34510.0
2019-04-04,904.33,901.5,906.29,900.97,32080.0
2019-04-05,904.69,904.33,905.76,902.77,30170.0
2019-04-08,906.55,904.92,907.2,900.97,33280.0
2019-04-09,900.07,906.46,908.94,898.8,42510.0
2019-04-10,893.19,899.91,899.91,887.75,34640.0
2019-04-11,896.04,893.6,896.68,892.62,24750.0
2019-04-12,893.1,895.95,895.95,891.71,27810.0
2019-04-16,887.76,890.81,890.81,877.38,36540.0
2019-04-17,885.66,886.65,891.78,885.64,34640.0
2019-04-18,877.02,884.29,887.48,876.2,39360.0
2019-04-19,880.52,877.07,884.77,877.07,26150.0
2019-04-22,878.23,880.9,880.9,873.55,34290.0
2019-04-23,878.29,878.38,881.67,875.05,37900.0
2019-04-24,888.65,877.97,889.02,877.97,35010.0
2019-04-25,885.65,888.57,888.91,883.72,29180.0
2019-04-26,890.55,885.47,890.69,882.58,34570.0
2019-05-02,893.87,890.6,893.89,889.61,36440.0
2019-05-03,895.42,893.8,895.7,889.2,47860.0
