Date,Close,Open,High,Low,Volume,sma_10,sma_20,ema_10,ema_20,rsi_7,rsi_9,rsi_14
2017-10-25,821.45,816.05,821.61,812.98,33410.0,814.97,805.9,813.42,806.92,66.59,65.42,73.74
2017-10-26,822.53,820.01,825.9,815.16,38750.0,816.26,807.49,815.08,808.41,58.66,60.49,72.7
2017-10-27,834.91,823.16,834.91,820.16,37050.0,818.2,809.6,818.68,810.93,76.47,77.19,77.85
2017-10-30,837.52,835.33,841.32,835.33,51100.0,820.77,811.94,822.11,813.46,77.81,74.8,77.4
2017-10-31,831.62,836.65,839.79,829.72,38090.0,822.08,814.17,823.84,815.19,72.78,67.33,69.62
2017-11-01,835.38,832.1,835.44,831.63,47550.0,823.94,816.15,825.94,817.12,84.4,69.62,70.09
2017-11-02,827.66,835.36,843.34,826.71,48550.0,824.97,817.67,826.25,818.12,65.66,63.62,59.23
2017-11-03,840.04,828.44,840.04,826.59,41460.0,827.57,819.65,828.76,820.21,70.28,76.48,68.85
2017-11-06,844.73,842.91,845.67,839.88,50110.0,831.11,821.81,831.66,822.54,72.45,75.99,68.02
2017-11-07,846.03,846.17,850.69,842.67,48620.0,834.19,823.85,834.27,824.78,64.49,73.72,70.13
2017-11-08,853.57,849.56,856.47,848.23,60190.0,837.4,826.18,837.78,827.52,68.54,76.63,72.76
2017-11-09,853.05,857.26,858.93,852.06,48700.0,840.45,828.36,840.56,829.95,78.26,69.54,75.5
2017-11-10,858.55,850.25,861.36,850.1,59480.0,842.82,830.51,843.83,832.68,79.22,71.32,81.75
2017-11-13,868.11,861.0,868.58,861.0,56420.0,845.87,833.32,848.24,836.05,98.75,84.44,82.58
2017-11-14,871.08,868.59,873.74,861.96,55710.0,849.82,835.95,852.4,839.39,98.38,84.21,81.85
2017-11-15,877.58,870.85,880.72,868.75,53390.0,854.04,838.99,856.98,843.02,98.47,98.98,83.03
2017-11-16,890.01,875.2,890.01,875.2,57890.0,860.28,842.62,862.98,847.5,98.84,98.98,83.04
2017-11-17,887.41,890.49,897.39,882.81,53200.0,865.01,846.29,867.42,851.3,92.22,93.62,79.92
2017-11-20,899.31,886.49,899.31,883.7,46450.0,870.47,850.79,873.22,855.87,94.95,94.76,87.87
2017-11-21,910.54,902.76,923.57,902.76,73810.0,876.92,855.55,880.01,861.08,95.45,95.06,88.81
2017-11-22,922.18,912.46,922.18,909.95,71920.0,883.78,860.59,887.67,866.9,95.61,96.5,96.9
2017-11-23,922.92,926.83,933.45,916.61,68970.0,890.77,865.61,894.08,872.23,95.44,96.26,96.5
2017-11-24,926.21,920.32,928.41,914.95,57990.0,897.54,870.18,899.92,877.37,95.17,95.89,96.44
2017-11-27,930.9,923.8,939.36,923.0,61670.0,903.81,874.84,905.56,882.47,94.36,96.0,96.58
2017-11-28,935.74,931.21,935.97,926.12,54900.0,910.28,880.05,911.04,887.55,100.0,95.9,96.47
2017-11-29,946.55,938.18,946.55,934.64,67070.0,917.18,885.61,917.5,893.16,100.0,95.79,97.37
2017-11-30,943.05,951.06,955.17,943.05,70830.0,922.48,891.38,922.15,897.92,91.14,94.41,93.69
2017-12-01,952.46,943.08,953.22,943.08,49060.0,928.99,897.0,927.66,903.11,90.61,94.18,93.68
2017-12-04,966.44,954.31,968.53,954.31,76810.0,935.7,903.08,934.71,909.14,93.07,94.44,94.33
2017-12-05,944.07,968.58,970.35,944.07,80810.0,939.05,907.99,936.41,912.47,62.83,64.86,76.93
2017-12-06,939.06,940.82,941.32,919.99,75800.0,940.74,912.26,936.89,915.0,55.84,60.36,71.14
2017-12-07,928.74,942.07,945.52,923.23,50050.0,941.32,916.05,935.41,916.31,45.36,51.49,66.7
2017-12-08,930.25,928.32,935.51,920.97,43800.0,941.73,919.63,934.47,917.64,37.67,49.6,63.65
2017-12-11,908.29,928.39,928.39,908.29,49030.0,939.47,921.64,929.71,916.75,29.45,36.12,49.09
2017-12-12,914.82,919.04,922.24,883.52,73930.0,937.37,923.83,927.0,916.56,26.96,33.23,46.91
2017-12-13,913.33,919.58,920.38,911.01,39790.0,934.05,925.61,924.52,916.26,11.62,33.95,45.99
2017-12-14,928.21,913.3,928.21,913.3,34120.0,932.57,927.52,925.19,917.39,37.15,37.63,50.76
2017-12-15,926.7,925.65,933.09,925.2,61770.0,929.99,929.49,925.46,918.28,39.38,26.78,48.36
2017-12-18,950.81,937.81,950.81,937.64,52510.0,928.43,932.06,930.07,921.38,65.33,53.86,55.11
2017-12-19,947.62,955.99,959.33,947.24,55560.0,928.78,933.92,933.26,923.88,61.79,55.01,50.38
2017-12-20,948.78,947.51,954.96,942.07,52770.0,929.75,935.25,936.08,926.25,88.29,63.13,52.08
2017-12-21,936.53,944.9,953.26,936.53,50100.0,930.53,935.93,936.17,927.23,68.53,53.61,44.32
2017-12-22,945.88,939.48,946.01,937.75,49830.0,932.1,936.91,937.93,929.0,74.49,75.24,42.42
2017-12-25,949.28,947.06,950.64,944.77,34740.0,936.2,937.83,939.99,930.94,69.16,74.15,52.23
2017-12-26,955.73,951.27,955.81,948.68,43580.0,940.29,938.83,942.86,933.3,74.23,77.79,57.06
2017-12-27,958.02,957.76,962.33,955.14,65130.0,944.76,939.4,945.61,935.65,59.46,73.4,63.3
2017-12-28,966.91,960.38,968.4,957.19,54600.0,948.63,940.6,949.49,938.63,72.03,78.28,65.61
2017-12-29,975.52,968.28,980.47,967.2,65830.0,953.51,941.75,954.22,942.14,76.09,72.23,82.29
2018-01-02,992.72,977.2,992.72,975.49,74430.0,957.7,943.06,961.22,946.96,100.0,82.4,83.93
2018-01-03,1004.66,996.23,1011.84,995.74,86290.0,963.4,946.09,969.12,952.45,100.0,84.76,86.46
2018-01-04,1014.15,1007.6,1014.17,1006.96,91540.0,969.94,949.85,977.31,958.33,100.0,100.0,85.86
2018-01-05,1007.73,1014.42,1014.42,1005.1,86910.0,977.06,953.8,982.84,963.03,90.1,91.4,82.48
2018-01-08,1023.5,1006.25,1023.5,1000.29,107210.0,984.82,958.46,990.23,968.79,91.8,92.63,81.22
2018-01-09,1039.64,1028.05,1040.58,1019.52,121150.0,993.86,965.03,999.21,975.54,92.5,93.36,85.57
2018-01-10,1039.7,1040.61,1047.59,1033.54,143070.0,1002.26,971.27,1006.57,981.65,91.66,93.21,85.44
2018-01-11,1047.2,1039.7,1050.23,1031.43,92980.0,1011.17,977.96,1013.96,987.89,90.46,93.11,94.8
2018-01-12,1049.86,1050.08,1058.2,1044.85,125710.0,1019.47,984.05,1020.49,993.8,88.94,92.64,94.5
2018-01-15,1063.11,1050.35,1063.11,1042.64,105740.0,1028.23,990.87,1028.24,1000.4,89.61,92.29,94.93
2018-01-16,1061.78,1056.95,1063.46,1047.9,117060.0,1035.13,996.42,1034.34,1006.24,97.65,89.33,93.62
2018-01-17,1030.0,1060.36,1061.49,1030.0,109080.0,1037.67,1000.54,1033.55,1008.51,54.47,58.35,73.83
2018-01-18,1048.56,1028.39,1048.56,1013.11,105770.0,1041.11,1005.52,1036.28,1012.32,55.94,69.07,75.4
2018-01-19,1053.47,1050.01,1062.13,1046.92,113280.0,1045.68,1011.37,1039.4,1016.24,58.61,65.58,74.82
2018-01-22,1082.71,1059.2,1084.09,1059.19,91780.0,1051.6,1018.21,1047.28,1022.57,67.45,69.7,76.62
2018-01-23,1082.71,1059.2,1084.09,1059.19,91780.0,1055.91,1024.88,1053.72,1028.3,66.58,69.69,74.84
2018-01-25,1095.52,1093.49,1109.98,1088.69,174650.0,1061.49,1031.87,1061.32,1034.7,66.43,71.09,75.36
2018-01-26,1104.42,1096.09,1112.59,1088.0,94380.0,1067.21,1039.19,1069.16,1041.34,70.08,72.59,79.68
2018-01-29,1096.78,1108.98,1118.08,1095.75,108390.0,1071.91,1045.69,1074.18,1046.62,90.69,64.62,73.67
2018-01-30,1099.16,1087.57,1099.16,1078.98,105160.0,1075.51,1051.87,1078.72,1051.62,88.4,66.08,71.1
2018-01-31,1095.9,1097.38,1113.37,1094.77,104400.0,1078.92,1057.03,1081.84,1055.84,83.03,87.57,69.48
2018-02-01,1086.9,1098.3,1098.3,1076.09,84200.0,1084.61,1061.14,1082.76,1058.8,54.76,74.53,63.62
2018-02-02,1090.4,1087.24,1090.4,1075.65,66560.0,1088.8,1064.95,1084.15,1061.81,58.1,74.06,63.83
2018-02-05,1035.02,1081.7,1081.7,1035.02,92450.0,1086.95,1066.32,1075.22,1059.26,16.41,26.82,42.56
2018-02-06,1007.72,1013.7,1015.56,969.01,144850.0,1079.45,1065.53,1062.95,1054.35,5.42,21.2,37.41
2018-02-07,1030.91,1034.76,1040.23,1025.3,64850.0,1074.27,1065.09,1057.12,1052.12,23.44,27.02,50.22
2018-02-08,1013.56,1024.13,1031.98,1013.56,45310.0,1066.08,1063.78,1049.2,1048.44,19.2,19.51,41.46
2018-02-09,996.77,983.6,996.77,966.78,64740.0,1055.31,1061.26,1039.67,1043.52,17.5,18.38,36.92
2018-02-12,1034.76,1001.7,1034.76,1001.7,56580.0,1049.11,1060.51,1038.78,1042.69,35.64,33.38,39.37
2018-02-13,1054.09,1043.44,1055.86,1043.44,52960.0,1044.6,1060.06,1041.56,1043.77,40.8,40.04,44.15
2018-02-21,1075.47,1064.55,1081.82,1063.73,74170.0,1042.56,1060.74,1047.73,1046.79,62.38,47.43,46.04
2018-02-22,1064.28,1068.84,1078.48,1063.46,85110.0,1040.3,1062.46,1050.74,1048.46,69.21,44.32,42.15
2018-02-23,1089.96,1073.56,1089.96,1068.75,85270.0,1040.25,1064.53,1057.87,1052.41,69.72,63.72,48.75
2018-02-26,1099.71,1101.66,1113.01,1099.71,97630.0,1046.72,1066.84,1065.48,1056.92,80.31,75.18,50.1
2018-02-27,1106.09,1108.87,1110.11,1094.17,76580.0,1056.56,1068.01,1072.86,1061.6,91.5,72.67,51.79
2018-02-28,1108.23,1096.3,1113.59,1095.98,102130.0,1064.29,1069.28,1079.29,1066.04,88.33,81.42,53.85
2018-03-01,1105.84,1106.03,1116.79,1098.51,94020.0,1073.52,1069.8,1084.12,1069.83,82.79,90.03,52.79
2018-03-02,1106.92,1095.31,1109.51,1092.18,73540.0,1084.54,1069.92,1088.26,1073.36,76.83,86.33,66.2
2018-03-05,1080.83,1113.71,1116.8,1080.83,105070.0,1089.14,1069.13,1086.91,1074.07,61.26,62.6,66.56
2018-03-06,1103.31,1091.98,1103.31,1075.78,74500.0,1094.06,1069.33,1089.89,1076.86,59.49,62.99,66.45
2018-03-07,1092.17,1102.85,1106.89,1084.53,71110.0,1095.73,1069.15,1090.31,1078.32,44.74,63.02,68.38
2018-03-08,1105.03,1092.29,1109.29,1091.7,48220.0,1099.81,1070.05,1092.98,1080.86,49.32,57.99,75.79
2018-03-09,1106.54,1107.83,1117.9,1102.07,65730.0,1101.47,1070.86,1095.45,1083.31,48.91,53.97,70.7
2018-03-12,1106.97,1106.54,1116.38,1104.85,73670.0,1102.19,1074.46,1097.54,1085.56,50.75,50.55,67.11
2018-03-13,1111.38,1106.97,1112.98,1098.58,77320.0,1102.72,1079.64,1100.06,1088.02,52.83,51.91,63.06
2018-03-14,1115.0,1111.58,1121.74,1111.58,84860.0,1103.4,1083.85,1102.78,1090.59,80.27,55.48,69.51
2018-03-15,1110.26,1114.89,1114.9,1105.26,72270.0,1103.84,1088.68,1104.14,1092.46,58.98,51.91,59.31
2018-03-16,1112.93,1112.44,1118.36,1109.85,108040.0,1104.44,1094.49,1105.74,1094.41,84.33,75.13,56.48
2018-03-19,1130.26,1117.13,1134.75,1117.13,72810.0,1109.38,1099.26,1110.19,1097.83,86.34,72.95,60.71
2018-03-20,1134.19,1130.09,1139.23,1126.0,69640.0,1112.47,1103.27,1114.56,1101.29,87.23,90.8,61.32
2018-03-21,1147.26,1134.79,1148.64,1134.79,77060.0,1117.98,1106.86,1120.5,1105.67,90.48,90.83,66.52
2018-03-22,1144.58,1147.9,1159.37,1144.44,71820.0,1121.94,1110.87,1124.88,1109.37,84.55,85.97,64.83
2018-03-23,1128.93,1144.18,1144.18,1113.7,95730.0,1124.18,1112.82,1125.62,1111.24,61.59,66.12,70.64
2018-03-26,1146.73,1129.05,1151.32,1123.9,69780.0,1128.15,1115.17,1129.46,1114.62,74.94,71.69,69.41
2018-03-27,1150.3,1146.86,1162.35,1146.86,60430.0,1132.04,1117.38,1133.25,1118.01,75.24,71.67,77.87
2018-03-28,1151.09,1150.33,1158.75,1144.71,41770.0,1135.65,1119.53,1136.49,1121.16,68.12,76.35,74.98
2018-03-29,1144.74,1151.65,1155.65,1141.65,39960.0,1139.1,1121.47,1137.99,1123.41,58.8,69.59,69.68
2018-03-30,1153.08,1144.74,1154.59,1136.2,49200.0,1143.12,1123.78,1140.73,1126.24,55.27,65.81,71.97
2018-04-02,1171.21,1153.11,1174.13,1153.11,64580.0,1147.21,1128.3,1146.27,1130.52,68.85,71.43,75.21
2018-04-03,1160.97,1171.89,1173.18,1156.91,73020.0,1149.89,1131.18,1148.95,1133.42,74.56,58.2,68.35
2018-04-04,1165.75,1161.24,1176.22,1161.24,59710.0,1151.74,1134.86,1152.0,1136.5,68.22,62.36,72.14
2018-04-05,1169.12,1165.75,1175.64,1163.76,49970.0,1154.19,1138.06,1155.11,1139.6,68.1,77.39,72.29
2018-04-06,1174.37,1169.12,1180.6,1169.12,74390.0,1158.74,1141.46,1158.62,1142.92,70.62,72.72,69.35
2018-04-09,1177.68,1174.02,1181.58,1169.56,79980.0,1161.83,1144.99,1162.08,1146.23,80.83,72.61,69.19
2018-04-10,1168.06,1177.68,1185.06,1161.71,77680.0,1163.61,1147.83,1163.17,1148.31,63.69,62.23,59.46
2018-04-11,1137.2,1168.41,1172.44,1137.2,87630.0,1162.22,1148.94,1158.45,1147.25,24.78,45.99,47.33
2018-04-12,1143.5,1136.76,1143.5,1121.47,63710.0,1162.09,1150.6,1155.73,1146.89,36.24,44.79,55.66
2018-04-13,1134.21,1146.67,1153.95,1131.61,64880.0,1160.21,1151.66,1151.82,1145.68,26.81,27.72,44.79
2018-04-16,1128.03,1133.0,1136.8,1122.26,49040.0,1155.89,1151.55,1147.49,1144.0,20.99,29.14,40.93
2018-04-17,1130.32,1128.11,1136.17,1119.7,47630.0,1152.82,1151.36,1144.37,1142.7,17.54,26.83,41.65
2018-04-18,1115.7,1131.56,1136.98,1115.18,45880.0,1147.82,1149.78,1139.16,1140.13,10.85,19.55,39.05
2018-04-19,1066.09,1114.98,1115.0,1066.09,75220.0,1137.52,1145.85,1125.87,1133.08,7.21,9.01,24.98
2018-04-20,1089.45,1066.33,1089.62,1047.71,56320.0,1129.02,1143.88,1119.25,1128.92,28.62,21.0,27.17
2018-04-23,1055.37,1091.18,1098.58,1055.37,67290.0,1116.79,1139.31,1107.64,1121.92,18.4,18.09,23.98
2018-04-24,1053.99,1055.24,1060.92,1027.74,67320.0,1105.39,1134.5,1097.88,1115.45,19.5,21.72,21.99
2018-04-26,1018.97,1055.95,1057.2,1011.51,78320.0,1093.56,1127.89,1083.53,1106.26,16.0,14.59,17.52
2018-04-27,1027.97,1018.06,1029.36,1007.39,60640.0,1082.01,1122.05,1073.43,1098.8,19.37,19.74,18.84
2018-05-02,1012.84,1029.76,1033.2,1009.98,57650.0,1069.87,1115.04,1062.41,1090.62,19.31,18.78,16.6
2018-05-03,1010.35,1011.83,1012.12,989.0,74960.0,1058.1,1107.0,1052.95,1082.97,26.86,17.52,17.09
2018-05-04,1010.89,1012.44,1023.16,1006.99,46200.0,1046.16,1099.49,1045.3,1076.11,9.77,19.28,19.82
2018-05-07,1048.03,1010.99,1048.03,1010.99,52320.0,1039.4,1093.61,1045.8,1073.43,46.36,44.29,30.12
2018-05-08,1047.83,1047.88,1059.68,1042.59,53710.0,1037.57,1087.54,1046.17,1070.99,46.91,34.58,31.31
2018-05-09,1046.39,1047.83,1058.09,1037.1,41450.0,1033.26,1081.14,1046.21,1068.65,70.79,45.61,31.96
2018-05-10,1019.69,1046.9,1047.5,1009.79,59660.0,1029.7,1073.24,1041.39,1063.99,45.05,36.57,27.94
2018-05-11,1030.79,1019.69,1031.77,1003.47,55930.0,1027.38,1066.38,1039.46,1060.83,61.27,55.7,32.82
2018-05-14,1051.45,1031.18,1051.45,1029.92,43660.0,1030.62,1062.09,1041.64,1059.93,71.02,60.17,46.65
2018-05-15,1055.49,1055.82,1067.61,1052.16,47150.0,1033.38,1057.69,1044.16,1059.51,72.02,70.44,41.46
2018-05-16,1034.3,1055.31,1055.31,1031.33,39850.0,1035.52,1052.7,1042.37,1057.11,41.95,59.73,44.34
2018-05-17,1007.09,1034.2,1035.45,1007.09,42810.0,1035.2,1046.65,1035.95,1052.35,31.87,48.73,38.93
2018-05-18,1022.21,1007.05,1023.23,989.2,46160.0,1036.33,1041.24,1033.45,1049.48,40.41,39.89,50.84
2018-05-21,997.21,1023.28,1027.85,997.21,40480.0,1031.25,1035.32,1026.86,1044.5,40.96,33.4,42.6
2018-05-22,958.95,996.19,996.19,947.7,64670.0,1022.36,1029.96,1014.52,1036.35,26.29,26.9,38.34
2018-05-23,968.54,957.72,973.07,945.01,52820.0,1014.57,1023.92,1006.16,1029.89,20.48,35.15,41.22
2018-05-24,960.55,968.93,974.17,951.17,44000.0,1008.66,1019.18,997.86,1023.29,17.12,29.23,39.75
2018-05-25,936.32,958.74,960.57,936.32,49220.0,999.21,1013.29,986.67,1015.01,16.76,16.65,26.0
2018-05-28,898.0,932.0,932.0,894.31,73640.0,983.87,1007.24,970.55,1003.86,15.59,11.94,22.34
2018-05-29,924.9,897.13,932.82,881.91,64470.0,970.81,1002.09,962.25,996.34,21.43,24.27,29.5
2018-05-30,918.64,924.9,925.18,902.0,53180.0,959.24,997.38,954.32,988.94,24.08,26.93,31.69
2018-05-31,947.31,917.94,950.49,914.57,67380.0,953.26,994.23,953.05,984.98,45.9,31.75,35.78
2018-06-01,969.15,949.13,970.81,948.69,68490.0,947.96,992.14,955.98,983.47,50.2,43.06,36.03
2018-06-04,996.67,970.81,997.0,970.81,59530.0,947.9,989.57,963.37,984.73,60.39,59.86,40.75
2018-06-05,1007.32,996.67,1008.83,996.15,65890.0,952.74,987.55,971.36,986.88,72.17,60.08,45.61
2018-06-06,1022.72,1007.51,1023.38,995.29,60800.0,958.16,986.36,980.7,990.29,95.44,65.56,52.64
2018-06-07,1026.75,1023.95,1034.72,1020.77,60340.0,964.78,986.72,989.07,993.76,94.53,75.18,50.8
2018-06-08,1025.87,1026.76,1028.42,1017.9,46070.0,973.73,986.47,995.76,996.82,99.19,94.98,55.5
2018-06-11,1024.85,1025.71,1034.85,1016.22,49970.0,986.42,985.14,1001.05,999.49,97.66,92.98,64.76
2018-06-12,1008.76,1021.02,1021.02,989.53,79030.0,994.8,982.81,1002.45,1000.37,76.2,85.73,58.75
2018-06-13,1018.59,1008.32,1019.32,1005.58,34760.0,1004.8,982.02,1005.39,1002.11,68.93,83.23,62.53
2018-06-14,1004.31,1018.07,1022.95,1004.31,43470.0,1010.5,981.88,1005.19,1002.32,47.55,67.63,65.33
2018-06-15,1005.04,1004.14,1005.71,994.38,55840.0,1014.09,981.02,1005.16,1002.58,31.14,55.74,79.07
2018-06-18,970.35,1004.97,1006.58,970.35,51490.0,1011.46,979.68,998.83,999.51,13.62,30.93,61.84
2018-06-19,945.11,970.06,970.06,919.09,87420.0,1005.23,978.99,989.07,994.33,10.37,13.66,56.28
2018-06-20,966.86,945.3,966.86,936.83,39850.0,999.65,978.9,985.03,991.71,26.35,25.95,54.79
2018-06-21,955.75,966.91,966.91,950.06,30310.0,992.55,978.66,979.71,988.29,27.47,23.98,46.53
2018-06-22,973.05,954.7,974.42,945.59,39420.0,987.27,980.5,978.5,986.84,31.8,32.85,43.55
2018-06-25,982.09,973.45,989.18,973.45,34370.0,982.99,984.7,979.15,986.38,40.73,40.74,43.05
2018-06-26,973.9,981.97,981.97,959.29,24310.0,979.5,987.15,978.19,985.19,37.77,34.3,35.99
2018-06-27,961.29,973.89,976.93,961.29,31800.0,973.78,989.29,975.12,982.92,45.7,34.71,32.09
2018-06-28,947.03,962.93,967.28,943.12,47410.0,968.05,989.27,970.01,979.5,51.02,31.19,29.9
2018-06-29,947.55,947.03,951.74,939.7,35640.0,962.3,988.19,965.93,976.46,36.78,40.5,30.24
2018-07-02,930.12,945.94,945.94,917.8,54620.0,958.28,984.87,959.42,972.04,33.85,43.32,30.04
2018-07-03,891.97,930.12,931.12,891.97,67910.0,952.96,979.1,947.16,964.42,9.54,20.88,21.9
2018-07-04,900.89,892.01,901.64,880.37,44420.0,946.36,973.01,938.74,958.37,9.43,28.3,26.49
2018-07-05,883.77,901.25,905.51,875.17,44760.0,939.17,965.86,928.75,951.26,8.66,14.64,24.34
2018-07-06,905.62,880.17,910.14,870.34,58310.0,932.42,959.84,924.54,946.92,26.46,22.5,35.52
2018-07-09,898.73,905.97,916.84,896.79,40290.0,924.09,953.54,919.85,942.33,28.22,22.72,38.7
2018-07-10,897.96,898.09,906.25,897.96,33120.0,916.49,948.0,915.87,938.1,27.69,24.85,31.29
2018-07-11,881.14,894.16,894.16,871.22,53410.0,908.48,941.13,909.56,932.68,27.84,24.36,30.35
2018-07-12,883.87,877.68,893.15,870.53,33200.0,902.16,935.1,904.89,928.03,44.61,25.64,24.56
2018-07-13,899.45,886.17,902.14,886.17,38300.0,897.35,929.82,903.9,925.31,49.12,38.1,27.28
2018-07-16,904.18,901.68,910.82,897.03,36480.0,894.76,926.52,903.95,923.29,64.71,56.4,30.46
2018-07-17,915.53,903.87,915.53,892.39,44270.0,897.11,925.04,906.05,922.56,58.42,57.48,37.08
2018-07-18,935.42,915.69,935.42,915.23,54820.0,900.57,923.47,911.39,923.78,75.53,75.67,46.82
2018-07-19,941.09,935.54,946.39,934.2,47890.0,906.3,922.73,916.79,925.43,78.09,71.01,48.28
2018-07-20,926.5,941.09,941.41,926.5,56210.0,908.39,920.4,918.56,925.53,80.43,65.07,49.02
2018-07-23,931.31,927.01,945.13,926.56,64550.0,911.64,917.87,920.88,926.08,80.96,67.34,62.96
2018-07-24,923.53,931.2,932.83,916.19,52020.0,914.2,915.35,921.36,925.84,67.49,74.33,57.52
2018-07-25,915.68,923.55,931.55,915.68,46050.0,917.66,913.07,920.33,924.87,57.99,67.24,61.29
2018-07-26,921.33,915.7,921.33,907.6,45650.0,921.4,911.78,920.51,924.53,54.38,63.29,56.28
2018-07-27,927.19,923.02,930.57,918.37,42560.0,924.18,910.76,921.72,924.79,42.12,63.79,61.47
2018-07-30,939.6,927.36,940.25,927.36,49710.0,927.72,911.24,924.97,926.2,48.74,64.24,65.34
2018-07-31,944.38,938.73,948.38,934.39,60280.0,930.6,913.86,928.5,927.93,68.19,56.46,75.57
2018-08-01,939.31,944.31,947.08,935.63,46100.0,930.99,915.78,930.47,929.01,58.1,48.71,72.0
2018-08-02,937.86,939.85,939.85,924.38,51680.0,930.67,918.48,931.81,929.86,66.64,60.2,67.16
2018-08-03,941.12,938.51,949.93,938.51,43960.0,932.13,920.26,933.5,930.93,83.06,59.06,66.73
2018-08-06,939.84,941.13,943.98,935.75,40730.0,932.98,922.31,934.66,931.78,77.13,67.13,62.11
2018-08-07,936.92,939.81,941.63,933.77,41890.0,934.32,924.26,935.07,932.27,65.61,74.88,50.9
2018-08-08,945.89,937.69,946.07,937.58,42900.0,937.34,927.5,937.04,933.56,61.34,76.7,52.77
2018-08-09,943.91,945.78,954.38,942.83,60490.0,939.6,930.5,938.29,934.55,49.06,69.85,61.75
2018-08-10,948.32,942.85,948.69,936.44,42920.0,941.71,932.95,940.11,935.86,68.56,62.78,61.54
2018-08-13,960.02,946.75,960.02,941.95,82540.0,943.76,935.74,943.73,938.16,82.1,69.05,73.51
2018-08-14,965.6,960.29,968.62,959.23,57360.0,945.88,938.24,947.71,940.78,83.22,81.64,83.14
2018-08-15,947.82,965.61,969.8,947.78,62330.0,946.73,938.86,947.73,941.45,57.48,58.6,65.15
2018-08-16,950.18,946.91,950.18,932.27,63720.0,947.96,939.32,948.17,942.28,62.56,57.95,63.69
2018-08-17,949.23,950.18,959.39,949.23,45070.0,948.77,940.45,948.37,942.94,53.73,58.29,56.64
2018-08-20,945.65,949.23,952.16,942.33,55600.0,949.35,941.17,947.87,943.2,51.88,57.62,50.89
2018-08-21,955.27,946.55,955.27,944.88,47810.0,951.19,942.76,949.22,944.35,56.74,58.09,60.52
2018-08-22,959.63,956.0,963.17,956.0,50600.0,952.56,944.95,951.11,945.8,49.56,63.03,63.82
2018-08-23,960.94,960.09,963.91,957.98,42650.0,954.27,946.93,952.9,947.24,44.17,61.02,62.9
2018-08-24,960.42,960.22,963.09,955.16,56890.0,955.48,948.6,954.27,948.5,77.75,50.43,63.53
2018-08-27,966.55,960.43,969.97,960.43,64180.0,956.13,949.94,956.5,950.22,80.92,51.02,68.69
2018-08-28,971.01,966.34,972.4,966.34,60470.0,956.67,951.27,959.14,952.2,86.32,84.83,66.8
2018-08-29,964.99,971.12,972.32,964.0,44590.0,958.39,952.56,960.2,953.42,79.83,70.04,63.38
2018-08-30,975.43,964.99,975.43,960.86,54010.0,960.91,954.44,962.97,955.51,80.32,78.21,65.98
2018-08-31,969.23,975.48,979.11,969.23,59640.0,962.91,955.84,964.11,956.82,63.68,74.03,55.81
2018-09-04,951.14,969.23,971.3,951.14,51820.0,963.46,956.41,961.75,956.28,40.55,46.41,42.13
2018-09-05,941.0,951.09,953.37,938.53,53500.0,962.03,956.61,957.98,954.82,34.21,35.29,45.95
2018-09-06,932.12,941.0,944.73,931.99,45110.0,959.28,955.92,953.28,952.66,23.2,29.67,40.04
2018-09-07,945.59,932.1,945.59,931.19,46810.0,957.75,956.01,951.88,951.99,32.65,41.15,48.24
2018-09-10,943.31,945.04,948.31,942.68,50010.0,956.04,955.76,950.32,951.16,34.4,35.47,48.85
2018-09-11,958.91,943.67,959.09,940.78,47920.0,955.27,955.7,951.88,951.9,38.94,43.36,51.69
2018-09-12,958.67,959.2,967.78,958.67,55990.0,954.04,955.35,953.12,952.54,42.31,46.3,49.54
2018-09-13,957.17,958.63,963.72,955.64,48960.0,953.26,955.82,953.85,952.98,55.79,38.05,48.19
2018-09-14,960.33,958.01,965.23,958.01,57050.0,951.75,956.33,955.03,953.68,71.42,43.93,49.96
2018-09-17,953.79,960.33,960.94,951.38,43730.0,950.2,956.56,954.81,953.69,75.32,52.14,44.04
2018-09-18,959.75,953.45,959.75,945.93,58890.0,951.06,957.26,955.7,954.27,70.07,66.27,44.81
2018-09-19,962.7,960.01,969.34,960.01,66980.0,953.23,957.63,956.98,955.07,76.97,79.57,48.91
2018-09-20,971.18,962.7,971.48,962.26,56330.0,957.14,958.21,959.56,956.61,71.28,77.39,47.95
2018-09-21,974.43,971.12,978.77,968.73,117100.0,960.02,958.89,962.26,958.31,74.75,82.63,52.59
2018-09-24,985.59,974.47,986.3,974.47,55250.0,964.25,960.14,966.5,960.9,84.24,80.85,68.4
2018-09-25,985.11,985.57,988.23,980.44,53100.0,966.87,961.07,969.89,963.21,81.92,80.4,76.27
2018-09-26,984.39,985.26,989.54,980.8,60310.0,969.44,961.74,972.52,965.23,96.36,81.87,84.48
2018-09-27,989.45,985.28,992.1,984.15,51370.0,972.67,962.96,975.6,967.53,96.26,82.65,82.55
2018-09-28,994.73,989.98,996.6,989.98,89440.0,976.11,963.93,979.08,970.12,96.51,97.23,86.53
2018-10-01,990.41,994.76,1001.14,990.0,81260.0,979.77,964.99,981.14,972.06,81.76,86.76,76.65
2018-10-02,987.88,990.26,992.77,984.54,66200.0,982.59,966.83,982.36,973.56,72.76,80.5,73.79
2018-10-03,990.6,987.46,992.87,986.16,57100.0,985.38,969.31,983.86,975.19,61.87,77.34,76.7
