Date,Close,Open,High,Low,Volume,sma_10,sma_20,ema_10,ema_20,rsi_7,rsi_9,rsi_14
2017-10-02,790.7,793.64,796.03,790.37,28270.0,790.27,787.09,789.52,784.36,65.53,45.07,62.65
2017-10-03,787.02,791.71,793.19,785.1,35760.0,789.7,787.59,789.07,784.61,40.56,41.98,50.92
2017-10-04,795.76,786.17,795.76,786.12,30910.0,790.23,788.53,790.28,785.68,62.9,67.82,58.4
2017-10-05,797.42,797.41,801.36,796.71,48800.0,791.33,789.44,791.58,786.79,63.7,65.69,60.07
2017-10-06,800.42,797.82,800.73,796.23,35230.0,792.4,790.22,793.19,788.09,75.75,69.21,58.8
2017-10-09,801.49,802.89,803.23,798.96,36340.0,793.56,791.32,794.7,789.37,74.25,69.11,61.52
2017-10-10,805.3,800.23,805.3,798.63,38310.0,794.99,792.46,796.63,790.89,76.23,79.92,68.6
2017-10-11,806.83,804.84,810.12,804.48,51020.0,796.84,793.48,798.48,792.4,84.33,79.26,77.37
2017-10-12,809.6,807.63,813.21,806.65,43690.0,798.73,794.49,800.5,794.04,100.0,79.84,77.05
2017-10-13,815.47,807.9,815.47,807.45,36090.0,801.0,795.78,803.22,796.08,100.0,88.55,80.12
2017-10-16,811.85,815.27,817.72,811.39,43240.0,803.12,796.69,804.79,797.58,83.29,88.71,73.15
2017-10-17,818.48,811.73,818.48,811.24,47570.0,806.26,797.98,807.28,799.57,85.69,87.92,80.91
2017-10-18,816.84,819.36,821.29,815.06,54130.0,808.37,799.3,809.02,801.22,79.67,82.43,77.17
2017-10-19,817.39,817.62,821.08,815.29,46210.0,810.37,800.85,810.54,802.76,76.74,80.87,76.48
2017-10-20,813.99,816.99,821.54,813.38,47720.0,811.72,802.06,811.17,803.83,64.62,70.96,74.28
2017-10-23,809.36,811.49,813.23,806.58,43370.0,812.51,803.04,810.84,804.36,49.54,56.63,72.83
2017-10-24,815.24,807.6,815.24,804.43,33010.0,813.5,804.25,811.64,805.39,49.56,62.02,71.15
