Time,bid_quality,bid_volume,ask_quality,ask_volume,volume_diff,matching_volume,negotiable_volume,SMA10,SMA20,EMA_10,EMA_20,RSI_7d,RSI_9d,RSI_14d,Positive,Negative,return_vn30
2018-04-05,3308,98255290,29665,98478720,-22343,49974420,20611500,1154.192,1138.0645,1155.113585040311,1139.547602551228,69.44504386382164,68.66177795790551,66.71287660167765,1,0,1
2018-04-06,36572,104921770,3643,125879960,-20958190,74390840,4087000,1158.736,1141.456,1158.614751396618,1142.864021355873,72.43801204149753,70.93661264109898,68.11712793880042,1,0,1
2018-04-09,39833,120938140,37577,122806900,-1868760,79977840,7653164,1161.831000000001,1144.9915,1162.081160233596,1146.17982884579,74.29039715639149,72.3597245945958,69.00492687269177,0,1,0
2018-04-10,47325,116086170,36586,139045990,-22959820,77682020,16101188,1163.607,1147.8255,1163.168222009306,1148.26365467,60.5027612241024,62.37367398033089,63.47298196509769,0,1,0
2018-04-11,54112,129079060,34647,148682920,-19603860,87627260,17976701,1162.218000000001,1148.9355,1158.446727098523,1147.209973272857,35.70360732329328,41.63666339516512,49.70666151657713,0,1,1
2018-04-12,45138,116007600,26163,99045920,16961680,63713270,3654120,1162.094000000001,1150.5975,1155.729140353337,1146.856642484966,41.42216375716558,45.77691023813216,51.99562620360862,1,0,0
2018-04-13,41554,91917630,26452,97641790,-5724160,64877280,19061960,1160.207000000001,1151.6615,1151.816569380003,1145.652200343541,35.9252210897642,40.95697023997392,48.49094045538227,1,0,0
2018-04-16,31207,81102400,25025,72533680,8568720,49041710,26333971,1155.889000000001,1151.55,1147.491738583639,1143.973895548918,32.57066818890436,37.96534115996832,46.25726699594351,1,0,1
2018-04-17,30473,89892840,24987,84432200,5460640,47627900,10294300,1152.824000000001,1151.3565,1144.369604295704,1142.673524544259,35.18699012598305,39.79844539016454,47.22732976559554,1,0,0
2018-04-18,27058,76008760,2637,91612160,-15603400,45880100,4847675,1147.819000000001,1149.7785,1139.156948969213,1140.104617444806,27.29785310748581,32.83063324028911,42.01340731777899,1,0,0
2018-04-19,41716,99053630,31577,109112410,-10058780,75220680,796490,1137.516000000001,1145.854,1125.872049156628,1133.055606259586,14.46169243230293,19.67849103645972,29.93604417835943,1,0,1
2018-04-20,32992,96822190,26358,80581840,16240350,56317850,56712668,1129.024000000001,1143.88,1119.249858400878,1128.902691377721,32.02178528381916,33.73980966173355,38.84997311133269,1,0,0
2018-04-23,31061,81829280,25269,111442290,-29613010,67286800,8139819,1116.793000000001,1139.312,1107.635338691627,1121.899577913176,23.73015021874533,26.20923921806038,32.37800920561821,0,1,0
2018-04-24,30397,111428920,30771,98844500,12584420,67319960,3314480,1105.386000000001,1134.4965,1097.881640747695,1115.431999064302,23.44337536323258,25.94543710999994,32.1444934790095,0,1,0
2018-04-26,31895,103769670,29343,124736450,-20966780,78320450,7963065,1093.563000000001,1127.8905,1083.53406970266,1106.245142010559,17.26587248605675,20.15412083957245,26.85195889523138,1,0,1
2018-04-27,31294,108715480,26975,91023100,17692380,60636760,10510100,1082.010000000001,1122.052,1073.431511574903,1098.790366580982,23.32383207837082,24.9945932785995,30.03995827872915,1,0,0
2018-05-02,27295,87197040,23738,100981110,-13784070,57649930,22595860,1069.873000000001,1115.04,1062.414873106739,1090.604617382793,20.39491669651602,22.42366064029379,27.84304290946816,0,1,0
2018-05-03,2867,106384760,28915,101720350,4664410,74959430,16695330,1058.105000000001,1106.997,1052.948532541878,1082.961320489194,19.91475329116048,22.00460551916304,27.48676998994226,1,0,1
2018-05-04,24595,76088140,20542,77070160,-98202,46195320,15539791,1046.162000000001,1099.493,1045.301526625173,1076.097385204509,20.3889751184391,22.35860685012767,27.70282609031081,1,0,1
2018-05-07,25124,80317770,21661,70789600,9528170,52321070,13043590,1039.395000000001,1093.607,1045.797612693323,1073.424300899317,46.03164060803967,42.53831754639879,40.7735047894314,1,0,0
2018-05-08,29961,90113720,24929,93773180,-3659460,53713130,22590575,1037.569000000001,1087.5425,1046.167137658173,1070.986748432716,45.93867906128986,42.47144324561815,40.73080039752774,0,0,0
2018-05-09,25456,67454250,19701,74385030,-6930780,41448830,18192414,1033.263000000001,1081.1435,1046.20765808396,1068.644200962933,45.17237852048451,41.93741330833352,40.40268852651337,0,1,0
2018-05-10,28072,83696290,19318,91574990,-7878700,59664030,13754062,1029.695000000001,1073.244,1041.386265705058,1063.981896109321,33.19445105527791,33.2234678339165,34.80427423842723,0,1,1
2018-05-11,27436,97484240,2216,84622600,12861640,55925890,6265338,1027.375000000001,1066.3805,1039.459671940502,1060.820763146528,40.80711618263651,39.13804046342612,38.61256959875229,1,0,1
2018-05-14,2895,11330980,2869,7917880,3413100,43654810,4594220,1030.623000000001,1062.093,1041.639731587684,1059.928309513525,52.54869457217378,48.65979473066212,45.04679867156194,0,1,1
2018-05-15,26548,70327110,2767,84681640,-14354530,47144640,6591549,1033.375000000001,1057.6925,1044.157962208105,1059.50561336938,54.60307675710641,50.36798603586875,46.2335618474031,1,0,0
2018-05-16,10235,28764650,7335,32848720,-4084070,39849340,6320640,1035.521000000001,1052.697,1042.365605442995,1057.105078762773,43.1669112655843,42.10217373268995,41.20694525778095,0,1,0
2018-05-17,28682,72154300,20069,74900580,-2746280,42807500,12690850,1035.195000000001,1046.65,1035.951858998814,1052.341737928223,32.85734925367591,34.03371745543743,35.82125391696045,1,0,1
2018-05-18,31612,74518380,20563,75989950,-1471570,46157080,11834420,1036.327000000001,1041.2445,1033.453339180848,1049.472048601725,41.85935211559042,41.09108486513534,40.4767464436658,1,0,1
2018-05-21,23895,51729560,19718,64030830,-12301270,40480580,8122580,1031.245000000001,1035.32,1026.863641147967,1044.494710639656,33.25792017191782,34.27102023377544,35.84659481119738,1,0,0
2018-05-22,34457,94153220,26184,100737050,-6583830,64672780,11580490,1022.357000000001,1029.963,1014.515706393791,1036.347595340642,24.33117579768425,26.65433219315304,30.16045926197638,1,0,1
2018-05-23,27901,78716590,23037,73792400,4924190,52816560,36434490,1014.572000000001,1023.9175,1006.156487049465,1029.889729117723,29.83822563466288,30.97987899418754,33.02807153909744,1,0,0
2018-05-24,22119,67818440,19059,74773340,-6954900,43995840,12447859,1008.658000000001,1019.1765,997.8643984950169,1023.285945392226,27.86686916940057,29.35709639706985,31.85451788970735,0,1,0
2018-05-25,24265,73789030,2099,79311490,-5522460,49219100,9842197,999.2110000000011,1013.293,986.6745078595593,1015.00347440249,22.58718739076825,24.90620202023986,28.54242903109114,0,1,0
2018-05-28,27866,97167290,27779,116181140,-19013850,73635380,10840670,983.8660000000011,1007.2445,970.5518700669121,1003.860286364158,16.73653800802106,19.61506939967082,24.24835107802269,1,0,1
2018-05-29,30631,108200460,24862,79616700,28583760,64474410,6456110,970.807000000001,1002.091,962.2515300547462,996.3402590913809,31.30851265271881,31.16387013357989,31.98407666437411,0,1,0
2018-05-30,25229,80249600,24056,76313230,3936370,53178740,7478342,959.2410000000011,997.3810000000001,954.3221609538833,988.9402344160112,29.88836049447749,30.03419688153577,31.18594487662953,1,0,1
2018-05-31,2867,105322720,26229,85471450,19851270,67378240,11654220,953.263000000001,994.2290000000003,953.0472225986318,984.975450185915,43.56605759090858,41.04519202879708,38.72724525468715,0,1,1
2018-06-01,3719,112428540,29803,102646810,9781730,68484770,13791670,947.9570000000009,992.1420000000004,955.9750003079715,983.4682644539231,51.90473072176369,48.05152842634116,43.78150896119284,1,0,1
2018-06-04,31205,86594800,25893,77356180,9238620,21952400,510000,947.9030000000008,989.5740000000003,963.3740911610676,984.7255726011686,60.48760091556431,55.54142193080104,49.44090705523563,0,1,0
2018-06-05,36096,99583380,29134,98572850,1010530,65884640,25584531,952.7400000000007,987.5485000000004,971.3642564045098,986.8774228296287,63.43377420790042,58.16728810440256,51.47667141125822,1,0,1
2018-06-06,30881,92197240,26106,79404040,12793200,60797020,7331037,958.1580000000007,986.3650000000005,980.7016643309626,990.2910016077593,67.51946892339359,61.8343120879066,54.33968203831962,1,0,1
2018-06-07,2919,95930560,29127,92122410,3808150,60335720,9219000,964.7780000000008,986.7180000000005,989.0740889980602,993.7632871689251,68.5909194305477,62.79446872642386,55.08650596964283,0,1,0
2018-06-08,25035,72031320,23441,70790380,1240940,46069920,8946933,973.7330000000009,986.4720000000004,995.7642546347765,996.8210693433132,68.01930184816287,62.40877303525431,54.87543932110383,0,1,0
2018-06-11,25599,76828060,23738,77964840,-1136780,49970780,24479337,986.4180000000009,985.1420000000004,1001.052571973908,999.4904913106167,67.26130304448625,61.91289538655928,54.61423376219444,0,1,0
2018-06-12,44017,108642930,27006,110090900,-1447970,79033540,8607700,994.804000000001,982.8055000000002,1002.453922524107,1000.373301661986,55.81445974750802,54.26167858403102,50.52840161548019,0,1,1
2018-06-13,22852,57341280,16695,58080560,-73928,34757120,5933870,1004.799000000001,982.0200000000002,1005.387754792451,1002.108225313226,60.59440197051149,57.84243598343796,52.84924321852087,0,1,0
2018-06-14,32169,63167000,17694,65034560,-1867560,43470320,10216100,1010.499000000001,981.8810000000003,1005.191799375642,1002.317918140538,51.20612544862912,51.28127488188859,49.23573259400779,1,0,1
2018-06-15,12022,39354760,7036,33052480,6302280,55843590,5297340,1014.088000000001,981.0225000000004,1005.164199489161,1002.577164031915,51.65287636578127,51.5970321048373,49.42610163876734,0,1,1
2018-06-18,32935,71591670,19302,81724820,-10133150,51490330,6837740,1011.456000000001,979.6795000000004,998.8343450365866,999.5079103145898,34.26147885812283,38.31964044538281,41.46787794685642,0,1,0
2018-06-19,43871,116354870,26041,113204500,3150370,87420100,11623357,1005.235000000001,978.9875000000004,989.0662823026618,994.3271569512956,26.64590974625752,31.65257568056558,36.82229355012298,1,0,1
2018-06-20,26471,67804280,19459,63687430,4116850,39846540,6000200,999.6490000000015,978.9035000000003,985.0287764294505,991.7112372416484,40.04406836270901,41.51687520501086,42.77195242869573,0,1,0
2018-06-21,21457,49493900,16952,53312850,-3818950,30312030,6205180,992.5490000000015,978.6635000000003,979.7053625331868,988.2863575043485,36.11320130882837,38.3372740395297,40.66530560813197,1,0,1
2018-06-22,23493,70836050,21086,58900530,11935520,39415100,4330608,987.2670000000013,980.5000000000003,978.4952966180618,986.8352758372677,45.78199944409151,45.63151027682916,45.19211711488428,1,0,1
2018-06-25,205,68021860,25423,74828110,-6806250,34365490,5621240,982.9910000000012,984.7045000000004,979.1488790511415,986.383344805147,50.36179944598587,49.16645290580686,47.44831584632331,1,0,0
2018-06-26,21412,76407140,19301,70449310,5957830,24306300,11470742,979.5050000000012,987.1545000000003,978.1945374054794,985.1944548237044,46.23392882992473,46.11078858035557,45.61619735598039,1,0,0
2018-06-27,23698,72344390,21587,89747880,-17403490,31801350,4262967,973.7750000000011,989.2870000000005,975.1209851499377,982.9178400785897,40.30041058228999,41.62932526639867,42.87136434135916,1,0,0
2018-06-28,32599,83928730,19249,83365580,56315,47414270,5295940,968.0470000000012,989.2730000000004,970.0135333044944,979.4999505472955,34.46488997384157,37.04848910631557,39.94424650983911,1,0,1
2018-06-29,23698,67080100,18551,67117970,-3787,35643460,6177530,962.298000000001,988.1930000000002,965.9292545218591,976.4570981142198,34.8661331009538,37.331388359572,40.1048419158184,1,0,0
2018-07-02,29889,89250680,22207,91797610,-2546930,54615820,7592314,958.2750000000011,984.8655000000002,959.4184809724302,972.0440411509608,28.13083239835192,31.92184939565816,36.57436023493648,1,0,0
2018-07-03,30969,91088130,24579,98393310,-7305180,67908770,4836870,952.9610000000009,979.0980000000003,947.1551207956247,964.4179419937265,18.83823156862602,23.52715054958551,30.2893145669425,1,0,1
2018-07-04,25022,74516260,21742,63359130,11157130,44415900,3338338,946.3640000000008,973.0065000000002,938.7432806509656,958.3676618038478,25.5471587268292,28.47480074914911,33.1805891421145,1,0,0
2018-07-05,2537,67835350,20802,72466530,-4631180,44755220,4977950,939.1660000000008,965.8575000000003,928.7481387144264,951.2631225844337,21.55711302868625,24.98456378065072,30.56073358033282,0,0,1
2018-07-06,27463,94297790,23745,70736790,23561000,58312610,5757590,932.423000000001,959.8450000000003,924.5430225845307,946.9161585287734,36.35760768289143,36.21096272865723,37.35880402593885,0,1,0
2018-07-09,22004,60130010,19263,66282130,-6152120,40288420,5861829,924.087000000001,953.5390000000003,919.8497457509797,942.3270005736521,33.99774189435471,34.38545007059874,36.15675428721195,1,0,0
2018-07-10,17531,66027120,18481,59144040,6883080,33122720,8293131,916.4930000000011,947.9990000000004,915.8697919780743,938.10157194759,33.71244271686205,34.16887945073064,36.01727922520689,0,0,0
2018-07-11,28518,83286400,20609,91416260,-8129860,53412900,4122076,908.478000000001,941.1265000000003,909.5552843456971,932.6766603335337,27.772891849885,29.58910176603728,33.02077852663709,1,0,1
2018-07-12,18741,62522970,20091,59777470,2745500,33199790,5713640,902.162000000001,935.1045000000001,904.8852326464795,928.0284069684353,30.10471032460194,31.27116311811695,33.98083078668815,1,0,1
2018-07-13,19717,82176440,25493,78352190,3824250,38297470,6751718,897.352000000001,929.8250000000002,903.8970085289378,925.3066539238224,42.47084807227978,40.4107614977527,39.32583528415558,1,0,1
2018-07-16,20961,69959040,23299,73382250,-3423210,36480810,12638580,894.758000000001,926.5165000000003,903.9484615236764,923.2945916453631,45.86333472908747,42.99964146518429,40.89047328153259,1,0,1
2018-07-17,2393,85209870,22671,75697840,9512030,44273370,2741950,897.1140000000008,925.0375000000001,906.0541957920989,922.5551067267571,53.53421137826165,48.98301494574163,44.58338930106993,1,0,1
2018-07-18,2904,96316430,27513,86436630,9879800,54820940,5593060,900.5670000000007,923.4655,911.3934329208082,923.7803346575422,63.97145710388544,57.7305645901622,50.42819751310979,1,0,1
2018-07-19,28842,76725710,27764,85732000,-9006290,47892560,9031367,906.2990000000007,922.7325000000001,916.7928087533885,925.4288742139668,66.47586595340591,59.93375035672936,51.98294125595226,1,0,0
2018-07-20,30511,120623880,22754,93885030,26738850,56213210,5607000,908.3870000000006,920.4050000000001,918.5577526164087,925.530886193589,54.99880239176385,52.07617580710588,47.82625365266073,1,0,1
2018-07-23,25898,90610070,29203,106131330,-15521260,64550220,12474144,911.6450000000007,917.8660000000002,920.8763430497889,926.0812779846758,57.80104089560685,54.29841413143027,49.26656142396389,0,1,0
2018-07-24,29476,96046180,26068,101176440,-5130260,52018870,7390700,914.2020000000006,915.3475000000001,921.3588261316455,925.8382991289924,51.72322011814969,50.07335401998551,47.00620127778759,0,1,0
2018-07-25,29261,152760140,27403,119894490,32865650,46045930,11404490,917.6560000000006,913.067,920.3263122895281,924.8708420690883,46.02612474740504,46.00951940108637,44.77403585907737,1,0,1
2018-07-26,27111,103803040,25207,116098300,-12295260,45645350,2534290,921.4020000000006,911.7820000000002,920.5088009641594,924.5336190148895,50.59553080582609,49.33869735024421,46.73459491399032,1,0,1
2018-07-27,22456,90018290,27039,94595430,-4577140,42561810,2823880,924.1760000000006,910.7640000000001,921.7235644252213,924.7866076801381,55.18627558662342,52.73904995569422,48.76614488441459,1,0,1
2018-07-30,28689,125127640,29337,109788890,15338750,49711210,2760235,927.7180000000005,911.238,924.9738254388175,926.1974069486964,63.55369239216449,59.25462315841816,52.86606002866122,1,0,1
2018-07-31,38709,149801420,36706,160089770,-10288350,60275210,2389420,930.6030000000004,913.8585,928.5022208135779,927.9290824773921,66.37497076242938,61.55150254860236,54.38035517604843,0,1,0
2018-08-01,32756,125053580,29078,127435790,-2382210,12350980,4898140,930.9920000000004,915.7795000000002,930.4672715747455,929.0129793843071,60.57272198691036,57.67215560764241,52.45535248026965,0,1,0
2018-08-02,37957,127255240,24608,135493220,-8237980,51675220,5416077,930.6690000000004,918.4840000000002,931.8114040157009,929.8555527762778,58.85603991028693,56.52590377592674,51.88961561194241,1,0,1
2018-08-03,32425,92729200,27299,107773310,-15044110,43962570,3728170,932.1310000000005,920.2590000000002,933.5038760128461,930.9283572737752,61.70295451691234,58.60677517494955,53.11395701190299,1,0,0
2018-08-06,27591,89967240,22458,92820100,-2852860,40724720,8677064,932.9840000000006,922.3145000000002,934.655898555965,931.7770851524633,59.80728935346566,57.39332771485174,52.54849807954422,0,1,0
2018-08-07,34121,90099200,26514,105989470,-15890270,41887000,14016110,934.3230000000005,924.2625000000002,935.0675533639713,932.2668865665145,55.28669084869797,54.49748470358055,51.20913772544179,1,0,1
2018-08-08,29511,90262460,25925,97564490,-7302030,42894910,7427210,937.3440000000004,927.5000000000002,937.0352709341583,933.5643259411321,64.81741577069059,61.25373282992086,55.00326913763322,0,1,0
2018-08-09,33764,97745830,30897,117430380,-19684550,60492130,4361184,939.6020000000004,930.5020000000002,938.2852216734022,934.5496282324528,61.4446017601459,59.07550695150412,54.00496020644746,1,0,1
2018-08-10,30321,87706570,25916,96674120,-8967550,42915110,3581314,941.7150000000004,932.9455000000002,940.1097268236928,935.8610922103145,66.03688238617961,62.42369857851329,55.92379985164612,1,0,1
2018-08-13,40925,127574770,35859,119189090,8385680,82537140,1527220,943.7570000000003,935.7375000000002,943.7297764921123,938.1619405712369,75.18530516317489,69.79856790143305,60.61795948235309,1,0,1
2018-08-14,3339,87617450,29216,106443070,-18825620,57362220,2349700,945.8790000000005,938.2410000000002,947.7061807662736,940.7750890882619,78.41968864600337,72.67588221897469,62.66043108917548,0,1,0
2018-08-15,38362,109216710,35328,135828550,-26611840,62334260,6305891,946.7300000000005,938.8610000000002,947.7268751724057,941.4460329846179,52.82434202455467,54.17448137814831,53.19369605435097,1,0,1
2018-08-16,38854,114742470,28902,117692710,-2950240,63716490,4486613,947.9620000000004,939.3155000000003,948.1728978683319,942.2778393670352,55.09403429155424,55.85270997972345,54.1831531571642,1,0,0
2018-08-17,24959,75749340,29531,101507360,-25758020,45071520,2965060,948.7730000000004,940.4520000000002,948.3650982559079,942.939949903508,53.87670401647501,54.94152084705056,53.69112336673268,1,0,0
2018-08-20,26997,94544690,2786,109220650,-14675960,55600490,116840,949.3540000000003,941.1690000000002,947.871444027561,943.1980499126977,49.1063789939296,51.38739479993291,51.78277970064264,0,1,1
2018-08-21,29461,134700630,29779,119462500,15238130,47813300,6540350,951.1890000000003,942.7560000000003,949.2166360225499,944.3477594448217,60.16399619685146,59.3389994339829,56.27968843972911,0,1,1
2018-08-22,30603,109176150,34453,145425720,-36249570,50597700,27081836,952.5630000000003,944.9535000000003,951.1099749275409,945.8032109262673,64.26889838149363,62.46910339124266,58.18321375765827,0,0,1
2018-08-23,25833,90326170,28392,105270240,-14944070,42645800,2441500,954.2660000000003,946.9340000000002,952.8972522134426,947.2448098856704,65.5145443098888,63.42091472113479,58.7641386284464,0,1,0
2018-08-24,29187,102637180,27011,109097540,-6460360,56892380,2948930,955.4760000000003,948.5955000000001,954.2650245382712,948.499589896559,64.47364370892966,62.71070245894761,58.41722054514383,0,1,1
2018-08-27,506,21365890,6925,20328160,1037730,64177160,4580215,956.1290000000002,949.9430000000002,956.4986564404037,950.2186765730771,70.84447761018437,67.53255023126535,61.31645069708841,0,1,1
2018-08-28,14838,62659890,1605,77270780,-14610890,60469630,1867341,956.6700000000003,951.2745000000001,959.1370825421485,952.1988026137365,74.6961811988488,70.64005263044865,63.32025171131679,0,1,0
2018-08-29,31345,94138390,28287,102246660,-8108270,44587960,3782727,958.3870000000003,952.5585000000001,960.201249352667,953.4170118886187,61.8326963718565,61.67619368456311,58.88631992546741,0,0,1
2018-08-30,29327,99481970,27094,100751470,-1269500,54009950,3450878,960.9120000000003,954.4370000000001,962.9701131067276,955.5134869468455,71.69492971651114,69.28127294646399,63.64124878836018,1,0,0
2018-08-31,29729,79254860,27858,107214990,-27960130,59641300,3785930,962.9120000000003,955.8425000000001,964.1082743600498,956.8198215233365,60.80848741336224,61.17118250531028,59.25814646714853,1,0,0
2018-09-04,31771,84326060,22294,100766980,-16440920,51817530,1753000,963.4610000000002,956.4075,961.7504062945862,956.2788861401616,40.08782318885793,44.19097983071151,48.71565969057266,1,0,0
2018-09-05,36261,98641620,23202,102579370,-3937750,53502870,2764447,962.0340000000002,956.6115000000002,957.977605150116,954.8237541268129,32.78266113171892,37.60792752863384,43.99127137318994,1,0,0
2018-09-06,27043,74816840,22026,79270250,-4453410,45113490,4352178,959.2830000000004,955.9230000000001,953.2762223955494,952.6614918290212,27.63711090067464,32.79481135110989,40.30493533680787,0,1,1
2018-09-07,24226,77070900,22187,72201930,4868970,46814260,2803640,957.7480000000003,956.0070000000002,951.8787274145404,951.9880164167334,43.36793387078329,44.84147398030313,47.49260623640438,1,0,0
2018-09-10,21547,59771140,19864,68948360,-9177220,50012320,6347962,956.0370000000003,955.7565000000002,950.320776975533,951.1615386627589,41.5828294568463,43.36138817209231,46.47260957167105,0,1,1
2018-09-11,23702,85483670,27518,81110970,4372700,47924060,5103160,955.2730000000004,955.7010000000002,951.8824538890725,951.8994873615437,56.03012767143291,54.83607762344056,53.78602885255518,1,0,0
2018-09-12,24452,82184670,31935,99560230,-17375560,55984740,2291440,954.0390000000003,955.3545000000001,953.1165531819684,952.5442980890158,55.78251228804925,54.64446958682451,53.66454929144059,1,0,0
2018-09-13,22087,71452800,27718,88148010,-16695210,48964120,4831450,953.2570000000003,955.8220000000001,953.8535435125195,952.9848411281572,54.04107905073461,53.33412637367051,52.8609612034509,0,1,1
2018-09-14,2756,92606800,31181,106475290,-13868490,13240120,439200,951.7470000000003,956.3295000000002,955.0310810556978,953.6843800683328,57.31610969327255,55.84359025649817,54.40977168202884,0,1,0
2018-09-17,27717,67651240,22243,78161490,-10510250,43725890,3161630,950.2030000000002,956.5575000000002,954.8054299546618,953.6944391094439,48.90197600851913,49.62966429172336,50.6971838235938,1,0,1
2018-09-18,28815,89777950,20573,76045680,13732270,58886410,5799700,951.0640000000003,957.2625000000002,955.7044426901779,954.2711591942588,55.80062615036358,54.78755110378549,53.791568210435,1,0,1
2018-09-19,25093,93597030,27419,102202590,-8605560,66978840,7116190,953.2340000000004,957.6340000000002,956.9763622010546,955.0739059376627,58.99727738498974,57.22648580759761,55.28743379361669,1,0,1
2018-09-20,28058,103311720,28886,106148900,-2837180,56330910,9796370,957.1400000000003,958.2115000000001,959.5588418008629,956.6078196578853,67.00112629672358,63.57993072087207,59.36013131172098,1,0,1
2018-09-21,10438,44113510,10567,46521570,-2408060,117096540,8389870,960.0240000000003,958.8860000000002,962.2626887461605,958.3051701666582,69.65010057491067,65.77200766122333,60.83261119733905,1,0,1
2018-09-24,24577,86688530,26322,85224060,1464470,55248400,5625400,964.2520000000004,960.1445000000003,966.5040180650404,960.9037253888812,77.03536171892215,72.22911615957402,65.46045980855533,0,1,0
2018-09-25,28483,121488590,28309,117990600,3497990,53103760,9041730,966.8720000000005,961.0725000000004,969.8869238713967,963.2090848756544,76.10607071463077,71.57575671829048,65.1041523288249,0,1,0
2018-09-26,29454,96725860,28338,109490220,-12764360,60311360,5560000,969.4440000000004,961.7415000000004,972.52384680387,965.2263148874969,74.53264519255247,70.49961273118221,64.53670103354592,1,0,1
2018-09-27,26676,90724940,28039,98258410,-7533470,51372600,5759690,972.6720000000005,962.9645000000004,975.6013292031664,967.533332517259,78.22388384307486,73.6337843782049,66.73131548870505,1,0,1
2018-09-28,28737,100010270,3489,111436780,-11426510,89440260,7828317,976.1120000000004,963.9295000000004,979.0792693480453,970.1234913251392,81.48995700291786,76.5574987120128,68.89445721722362,1,0,0
2018-10-01,30952,99336950,29538,114563720,-15226770,81255010,9042922,979.7740000000006,964.9885000000004,981.1394021938552,972.055539770364,71.28440238769616,69.46712968942262,65.16132183496062,1,0,0
2018-10-02,37402,104521750,27508,110123610,-5601860,66203650,117311252,982.5870000000004,966.8255000000005,982.364965431336,973.5626312208055,65.66547789810939,65.47204225964356,63.00801119494393,1,0,1
2018-10-03,24118,74936330,23123,76858150,-1921820,57100270,4882880,985.3770000000004,969.3055000000004,983.8622444438204,975.185237771205,68.75463151949906,67.71754888463299,64.37118503942268,1,0,1
2018-10-04,30608,119855630,28942,116785200,3070430,74038630,1315993,987.6200000000005,972.3800000000005,985.634563635853,976.9399770310903,72.00634644098449,70.13550666997254,65.87004663941903,0,1,0
2018-10-05,34237,99000380,27755,118436040,-19435660,74563800,76076447,988.2520000000004,974.1380000000005,984.7464611566071,977.3028363614626,47.41196027965454,51.57001467608732,55.18780427063462,0,0,0
2018-10-08,33055,84737020,22527,88120130,-3383110,71307590,7230000,986.7210000000005,975.4865000000003,982.1161954917694,976.633994803228,35.79807789639211,41.50662703298448,48.31759228492754,0,1,0
2018-10-09,3116,100581580,21316,105218250,-4636670,63817220,10117190,984.9470000000005,975.9095000000003,979.4350690387205,975.751709583873,33.16388255679546,39.11968886599338,46.58189044928538,0,1,0
2018-10-10,30352,96723960,22036,97785280,-1061320,63521280,8015430,983.1350000000006,976.2895000000004,977.0414201225894,974.8486896235041,32.1214920110671,38.18583643669682,45.91051358918522,0,1,0
2018-10-11,53303,163025710,34329,195336930,-32311220,136876030,4295141,976.1920000000006,974.4320000000005,966.6738891912096,969.6269096593609,12.63725002325924,17.9347185697645,27.78062825678077,1,0,1
2018-10-12,40742,134713200,2717,100080590,34632610,78654890,9308542,971.0680000000006,973.5900000000005,962.4586366109896,967.1376801679932,35.72094905216331,37.00667010963031,40.59972433382791,0,1,0
2018-10-15,22493,64384140,16133,63806600,57754,41833000,3947050,964.8820000000005,972.3280000000004,956.2934299544461,963.4626630091367,29.86129425531692,31.72650050332493,36.19540022346,1,0,1
2018-10-16,19897,69173090,17603,53167870,16005220,42663640,8339959,960.0350000000005,971.3110000000004,953.2237154172741,961.1719331987427,38.42703849249436,38.86032969901611,41.18968818365705,1,0,1
2018-10-17,19022,74556550,21194,76807100,-2250550,15230120,1762871,955.5660000000005,970.4715000000003,951.8939489777697,959.7184157512435,43.26527023760657,42.87917308899801,44.01435043806087,0,1,0
2018-10-18,19667,58523550,18186,63033660,-4510110,45079700,4059480,949.9590000000004,968.7895000000004,949.2841400727207,957.6061856796965,38.69717851039213,39.15108303578762,41.26582143684642,0,1,0
2018-10-19,2587,83451660,16764,66837850,16613810,47143040,8337940,945.0530000000005,966.6525000000004,946.0852055140442,955.1379775197254,35.62967899634909,36.64585219783302,39.41329724940331,0,1,0
2018-10-22,17699,57874650,17841,61298370,-3423720,41144780,5790300,940.3000000000004,963.5105000000003,941.8424408751271,952.0534082321325,31.21769011504538,33.01393879056163,36.70169578585284,0,0,0
2018-10-23,30897,102773230,25446,101249470,1523760,72791480,7957508,934.3630000000003,959.6550000000003,935.6892698069222,947.8578455433579,25.20900444346201,27.8843933218617,32.70389002472191,0,1,0
2018-10-24,21687,63550850,22864,73290260,-9739410,48110900,7106226,927.3860000000002,955.2605000000003,928.5639480238455,942.9666221582762,21.45304956553743,24.54001968507112,29.96346401019842,0,1,0
2018-10-25,28837,101388050,21888,78801460,22586590,56983320,5100312,924.2700000000002,950.2310000000003,921.3450483831463,937.8136105241547,19.23212296227109,22.52121864908672,28.26871666438338,0,0,0
2018-10-26,2035,73966520,20244,79923210,-5956690,45672420,1648941,918.0270000000003,944.5475000000004,914.0204941316651,932.4085047599494,17.12096191107842,20.57696183056107,26.61369369949339,0,1,0
2018-10-29,17068,72292830,19713,70982480,1310350,41645700,3754727,912.6150000000004,938.7485000000004,906.8222224713624,926.886742401859,15.44017704437304,19.00780897789234,25.2599571635307,0,1,0
2018-10-30,26706,69964540,26846,71564460,-1599920,37875270,7712810,906.0800000000003,933.0575000000005,900.8654547492964,921.8556240778724,15.34211427215528,18.91723937238226,25.18297167818028,1,0,1
2018-10-31,23367,82050680,21183,77672990,4377690,60484190,13233602,901.6460000000003,928.6060000000004,900.993553885788,919.9236598799798,45.41436409888497,42.02403762633043,39.8593231454173,0,1,0
2018-11-01,20347,54974130,19388,72519260,-17545130,39445040,38299619,896.6640000000003,923.3115000000005,898.5801804520083,916.8566446533151,37.57466203579516,36.18372349199582,36.02757826377146,1,0,1
